           z           p           T        n<H>          He           H           C           N           O          Si          Mg          Al          Fe           S          Na           K          Ti          Ca
  2.7272E+07  3.6328E+04  1.7650E+03  2.5513E+17  2.1715E+16  1.9461E+14  5.8405E+00  1.0953E+05  4.8401E+06  5.7218E+07  8.6152E+12  6.2073E+10  7.1414E+12  3.2530E+10  3.7678E+11  2.9235E+10  6.1459E+07  1.0756E+10
  2.7290E+07  3.6682E+04  1.7665E+03  2.5738E+17  2.1907E+16  1.9802E+14  6.1001E+00  1.1314E+05  4.9839E+06  5.8783E+07  8.6913E+12  6.4868E+10  7.2056E+12  3.3092E+10  3.8011E+11  2.9481E+10  6.4770E+07  1.0659E+10
  2.7308E+07  3.7038E+04  1.7681E+03  2.5966E+17  2.2101E+16  2.0150E+14  6.3707E+00  1.1687E+05  5.1317E+06  6.0389E+07  8.7680E+12  6.7783E+10  7.2704E+12  3.3662E+10  3.8346E+11  2.9729E+10  6.8250E+07  1.0562E+10
  2.7327E+07  3.7398E+04  1.7696E+03  2.6195E+17  2.2296E+16  2.0503E+14  6.6530E+00  1.2072E+05  5.2836E+06  6.2037E+07  8.8454E+12  7.0826E+10  7.3358E+12  3.4242E+10  3.8685E+11  2.9979E+10  7.1908E+07  1.0467E+10
  2.7345E+07  3.7762E+04  1.7712E+03  2.6427E+17  2.2493E+16  2.0861E+14  6.9473E+00  1.2468E+05  5.4398E+06  6.3727E+07  8.9234E+12  7.3999E+10  7.4018E+12  3.4830E+10  3.9026E+11  3.0231E+10  7.5752E+07  1.0372E+10
  2.7364E+07  3.8129E+04  1.7727E+03  2.6660E+17  2.2692E+16  2.1226E+14  7.2541E+00  1.2877E+05  5.6003E+06  6.5461E+07  9.0022E+12  7.7310E+10  7.4683E+12  3.5427E+10  3.9371E+11  3.0485E+10  7.9790E+07  1.0279E+10
  2.7382E+07  3.8500E+04  1.7742E+03  2.6896E+17  2.2892E+16  2.1596E+14  7.5741E+00  1.3299E+05  5.7653E+06  6.7240E+07  9.0816E+12  8.0764E+10  7.5355E+12  3.6033E+10  3.9718E+11  3.0742E+10  8.4032E+07  1.0187E+10
  2.7401E+07  3.8874E+04  1.7758E+03  2.7134E+17  2.3094E+16  2.1972E+14  7.9076E+00  1.3733E+05  5.9349E+06  6.9065E+07  9.1618E+12  8.4366E+10  7.6032E+12  3.6648E+10  4.0069E+11  3.1000E+10  8.8487E+07  1.0095E+10
  2.7419E+07  3.9252E+04  1.7773E+03  2.7373E+17  2.3299E+16  2.2355E+14  8.2554E+00  1.4182E+05  6.1091E+06  7.0937E+07  9.2426E+12  8.8123E+10  7.6716E+12  3.7272E+10  4.0422E+11  3.1261E+10  9.3165E+07  1.0005E+10
  2.7437E+07  3.9634E+04  1.7789E+03  2.7615E+17  2.3504E+16  2.2743E+14  8.6178E+00  1.4644E+05  6.2882E+06  7.2857E+07  9.3242E+12  9.2040E+10  7.7405E+12  3.7906E+10  4.0779E+11  3.1523E+10  9.8076E+07  9.9155E+09
  2.7456E+07  4.0019E+04  1.7804E+03  2.7859E+17  2.3712E+16  2.3138E+14  8.9956E+00  1.5121E+05  6.4723E+06  7.4826E+07  9.4065E+12  9.6125E+10  7.8101E+12  3.8550E+10  4.1139E+11  3.1788E+10  1.0323E+08  9.8270E+09
  2.7474E+07  4.0409E+04  1.7819E+03  2.8105E+17  2.3922E+16  2.3539E+14  9.3894E+00  1.5612E+05  6.6614E+06  7.6847E+07  9.4895E+12  1.0038E+11  7.8803E+12  3.9203E+10  4.1502E+11  3.2055E+10  1.0864E+08  9.7396E+09
  2.7493E+07  4.0801E+04  1.7835E+03  2.8354E+17  2.4133E+16  2.3947E+14  9.7998E+00  1.6119E+05  6.8558E+06  7.8918E+07  9.5732E+12  1.0482E+11  7.9511E+12  3.9866E+10  4.1868E+11  3.2324E+10  1.1431E+08  9.6530E+09
  2.7511E+07  4.1198E+04  1.7850E+03  2.8604E+17  2.4346E+16  2.4361E+14  1.0227E+01  1.6641E+05  7.0555E+06  8.1043E+07  9.6577E+12  1.0945E+11  8.0225E+12  4.0539E+10  4.2238E+11  3.2595E+10  1.2027E+08  9.5674E+09
  2.7529E+07  4.1599E+04  1.7866E+03  2.8857E+17  2.4561E+16  2.4781E+14  1.0673E+01  1.7179E+05  7.2607E+06  8.3222E+07  9.7429E+12  1.1428E+11  8.0946E+12  4.1222E+10  4.2611E+11  3.2868E+10  1.2651E+08  9.4827E+09
  2.7548E+07  4.2003E+04  1.7881E+03  2.9112E+17  2.4778E+16  2.5209E+14  1.1138E+01  1.7734E+05  7.4715E+06  8.5457E+07  9.8289E+12  1.1931E+11  8.1673E+12  4.1916E+10  4.2987E+11  3.3144E+10  1.3306E+08  9.3990E+09
  2.7566E+07  4.2398E+04  1.7899E+03  2.9357E+17  2.4987E+16  2.5688E+14  1.1678E+01  1.8380E+05  7.7226E+06  8.7952E+07  9.9114E+12  1.2537E+11  8.2529E+12  4.2726E+10  4.3347E+11  3.3403E+10  1.4105E+08  9.2947E+09
  2.7585E+07  4.2790E+04  1.7918E+03  2.9597E+17  2.5191E+16  2.6199E+14  1.2273E+01  1.9089E+05  7.9999E+06  9.0623E+07  9.9922E+12  1.3221E+11  8.3246E+12  4.3605E+10  4.3701E+11  3.3655E+10  1.5013E+08  9.1810E+09
  2.7603E+07  4.3185E+04  1.7937E+03  2.9838E+17  2.5397E+16  2.6720E+14  1.2898E+01  1.9823E+05  8.2867E+06  9.3371E+07  1.0074E+13  1.3941E+11  8.3942E+12  4.4500E+10  4.4057E+11  3.3908E+10  1.5976E+08  9.0688E+09
  2.7621E+07  4.3584E+04  1.7956E+03  3.0082E+17  2.5604E+16  2.7250E+14  1.3553E+01  2.0584E+05  8.5832E+06  9.6198E+07  1.0156E+13  1.4699E+11  8.4641E+12  4.5412E+10  4.4417E+11  3.4163E+10  1.6997E+08  8.9583E+09
  2.7640E+07  4.3986E+04  1.7975E+03  3.0328E+17  2.5813E+16  2.7790E+14  1.4240E+01  2.1372E+05  8.8898E+06  9.9104E+07  1.0239E+13  1.5495E+11  8.5345E+12  4.6339E+10  4.4779E+11  3.4419E+10  1.8077E+08  8.8494E+09
  2.7658E+07  4.4393E+04  1.7994E+03  3.0576E+17  2.6024E+16  2.8339E+14  1.4960E+01  2.2190E+05  9.2067E+06  1.0209E+08  1.0322E+13  1.6333E+11  8.6056E+12  4.7284E+10  4.5145E+11  3.4678E+10  1.9221E+08  8.7421E+09
  2.7677E+07  4.4803E+04  1.8013E+03  3.0826E+17  2.6237E+16  2.8898E+14  1.5716E+01  2.3037E+05  9.5343E+06  1.0516E+08  1.0407E+13  1.7214E+11  8.6772E+12  4.8245E+10  4.5513E+11  3.4938E+10  2.0430E+08  8.6363E+09
  2.7695E+07  4.5216E+04  1.8032E+03  3.1078E+17  2.6451E+16  2.9468E+14  1.6507E+01  2.3914E+05  9.8729E+06  1.0832E+08  1.0492E+13  1.8141E+11  8.7494E+12  4.9224E+10  4.5884E+11  3.5200E+10  2.1710E+08  8.5320E+09
  2.7713E+07  4.5634E+04  1.8051E+03  3.1332E+17  2.6668E+16  3.0047E+14  1.7337E+01  2.4823E+05  1.0223E+07  1.1157E+08  1.0577E+13  1.9115E+11  8.8222E+12  5.0219E+10  4.6259E+11  3.5464E+10  2.3062E+08  8.4292E+09
  2.7732E+07  4.6056E+04  1.8070E+03  3.1588E+17  2.6886E+16  3.0637E+14  1.8207E+01  2.5765E+05  1.0585E+07  1.1491E+08  1.0663E+13  2.0139E+11  8.8956E+12  5.1233E+10  4.6636E+11  3.5729E+10  2.4491E+08  8.3278E+09
  2.7750E+07  4.6481E+04  1.8089E+03  3.1846E+17  2.7105E+16  3.1238E+14  1.9119E+01  2.6741E+05  1.0959E+07  1.1834E+08  1.0750E+13  2.1215E+11  8.9696E+12  5.2265E+10  4.7016E+11  3.5996E+10  2.6000E+08  8.2280E+09
  2.7769E+07  4.6910E+04  1.8109E+03  3.2106E+17  2.7327E+16  3.1849E+14  2.0075E+01  2.7752E+05  1.1345E+07  1.2187E+08  1.0838E+13  2.2346E+11  9.0443E+12  5.3314E+10  4.7400E+11  3.6265E+10  2.7593E+08  8.1295E+09
  2.7787E+07  4.7344E+04  1.8128E+03  3.2369E+17  2.7550E+16  3.2472E+14  2.1076E+01  2.8799E+05  1.1745E+07  1.2549E+08  1.0927E+13  2.3535E+11  9.1196E+12  5.4383E+10  4.7787E+11  3.6536E+10  2.9273E+08  8.0325E+09
  2.7805E+07  4.7781E+04  1.8147E+03  3.2633E+17  2.7775E+16  3.3105E+14  2.2124E+01  2.9883E+05  1.2157E+07  1.2922E+08  1.1016E+13  2.4783E+11  9.1954E+12  5.5470E+10  4.8176E+11  3.6809E+10  3.1045E+08  7.9368E+09
  2.7824E+07  4.8222E+04  1.8166E+03  3.2900E+17  2.8002E+16  3.3750E+14  2.3223E+01  3.1007E+05  1.2584E+07  1.3305E+08  1.1106E+13  2.6094E+11  9.2720E+12  5.6576E+10  4.8569E+11  3.7083E+10  3.2912E+08  7.8425E+09
  2.7842E+07  4.8667E+04  1.8185E+03  3.3169E+17  2.8231E+16  3.4406E+14  2.4374E+01  3.2170E+05  1.3024E+07  1.3698E+08  1.1196E+13  2.7472E+11  9.3491E+12  5.7702E+10  4.8966E+11  3.7360E+10  3.4878E+08  7.7495E+09
  2.7861E+07  4.9117E+04  1.8204E+03  3.3440E+17  2.8462E+16  3.5073E+14  2.5579E+01  3.3374E+05  1.3480E+07  1.4103E+08  1.1288E+13  2.8918E+11  9.4270E+12  5.8847E+10  4.9365E+11  3.7638E+10  3.6948E+08  7.6578E+09
  2.7879E+07  4.9571E+04  1.8223E+03  3.3713E+17  2.8694E+16  3.5753E+14  2.6841E+01  3.4621E+05  1.3950E+07  1.4518E+08  1.1380E+13  3.0436E+11  9.5054E+12  6.0012E+10  4.9768E+11  3.7918E+10  3.9125E+08  7.5675E+09
  2.7897E+07  5.0028E+04  1.8242E+03  3.3988E+17  2.8929E+16  3.6444E+14  2.8163E+01  3.5913E+05  1.4436E+07  1.4944E+08  1.1473E+13  3.2030E+11  9.5845E+12  6.1197E+10  5.0174E+11  3.8200E+10  4.1412E+08  7.4784E+09
  2.7916E+07  5.0491E+04  1.8261E+03  3.4266E+17  2.9165E+16  3.7148E+14  2.9546E+01  3.7250E+05  1.4939E+07  1.5383E+08  1.1566E+13  3.3703E+11  9.6643E+12  6.2403E+10  5.0583E+11  3.8483E+10  4.3815E+08  7.3906E+09
  2.7934E+07  5.0932E+04  1.8278E+03  3.4534E+17  2.9393E+16  3.7785E+14  3.0859E+01  3.8468E+05  1.5375E+07  1.5754E+08  1.1627E+13  3.5289E+11  9.7131E+12  6.3494E+10  5.0977E+11  3.8760E+10  4.6078E+08  7.3175E+09
  2.7953E+07  5.1191E+04  1.8276E+03  3.4712E+17  2.9544E+16  3.7844E+14  3.0905E+01  3.8482E+05  1.5354E+07  1.5845E+08  1.1716E+13  3.5124E+11  9.7397E+12  6.3417E+10  5.1240E+11  3.8969E+10  4.5574E+08  7.3443E+09
  2.7971E+07  5.1451E+04  1.8275E+03  3.4890E+17  2.9697E+16  3.7903E+14  3.0983E+01  3.8497E+05  1.5318E+07  1.5905E+08  1.1776E+13  3.5007E+11  9.7889E+12  6.3359E+10  5.1503E+11  3.9179E+10  4.5175E+08  7.3713E+09
  2.7989E+07  5.1713E+04  1.8274E+03  3.5070E+17  2.9849E+16  3.7962E+14  3.1061E+01  3.8512E+05  1.5282E+07  1.5965E+08  1.1837E+13  3.4889E+11  9.8386E+12  6.3301E+10  5.1768E+11  3.9390E+10  4.4794E+08  7.3984E+09
  2.8008E+07  5.1975E+04  1.8272E+03  3.5251E+17  3.0003E+16  3.8021E+14  3.1139E+01  3.8526E+05  1.5246E+07  1.6025E+08  1.1898E+13  3.4772E+11  9.8885E+12  6.3243E+10  5.2035E+11  3.9602E+10  4.4429E+08  7.4256E+09
  2.8026E+07  5.2240E+04  1.8271E+03  3.5432E+17  3.0158E+16  3.8080E+14  3.1217E+01  3.8541E+05  1.5210E+07  1.6086E+08  1.1959E+13  3.4655E+11  9.9386E+12  6.3185E+10  5.2303E+11  3.9816E+10  4.4081E+08  7.4529E+09
  2.8045E+07  5.2505E+04  1.8270E+03  3.5615E+17  3.0313E+16  3.8139E+14  3.1295E+01  3.8555E+05  1.5174E+07  1.6146E+08  1.2020E+13  3.4537E+11  9.9891E+12  6.3126E+10  5.2572E+11  4.0030E+10  4.3747E+08  7.4802E+09
  2.8063E+07  5.2772E+04  1.8269E+03  3.5798E+17  3.0469E+16  3.8199E+14  3.1374E+01  3.8570E+05  1.5138E+07  1.6207E+08  1.2082E+13  3.4419E+11  1.0040E+13  6.3068E+10  5.2843E+11  4.0246E+10  4.3427E+08  7.5077E+09
  2.8081E+07  5.3040E+04  1.8267E+03  3.5982E+17  3.0626E+16  3.8258E+14  3.1452E+01  3.8585E+05  1.5103E+07  1.6268E+08  1.2144E+13  3.4302E+11  1.0091E+13  6.3010E+10  5.3115E+11  4.0462E+10  4.3121E+08  7.5353E+09
  2.8100E+07  5.3310E+04  1.8266E+03  3.6168E+17  3.0784E+16  3.8318E+14  3.1531E+01  3.8599E+05  1.5067E+07  1.6330E+08  1.2207E+13  3.4184E+11  1.0142E+13  6.2951E+10  5.3388E+11  4.0680E+10  4.2827E+08  7.5630E+09
  2.8118E+07  5.3581E+04  1.8265E+03  3.6354E+17  3.0942E+16  3.8377E+14  3.1610E+01  3.8614E+05  1.5031E+07  1.6391E+08  1.2269E+13  3.4066E+11  1.0193E+13  6.2893E+10  5.3663E+11  4.0899E+10  4.2545E+08  7.5908E+09
  2.8137E+07  5.3853E+04  1.8263E+03  3.6541E+17  3.1102E+16  3.8437E+14  3.1690E+01  3.8628E+05  1.4996E+07  1.6453E+08  1.2332E+13  3.3949E+11  1.0245E+13  6.2834E+10  5.3939E+11  4.1119E+10  4.2274E+08  7.6187E+09
  2.8155E+07  5.4127E+04  1.8262E+03  3.6729E+17  3.1262E+16  3.8497E+14  3.1769E+01  3.8643E+05  1.4961E+07  1.6515E+08  1.2396E+13  3.3831E+11  1.0297E+13  6.2776E+10  5.4217E+11  4.1341E+10  4.2013E+08  7.6467E+09
  2.8173E+07  5.4402E+04  1.8261E+03  3.6919E+17  3.1423E+16  3.8557E+14  3.1848E+01  3.8657E+05  1.4925E+07  1.6577E+08  1.2459E+13  3.3713E+11  1.0349E+13  6.2717E+10  5.4496E+11  4.1563E+10  4.1762E+08  7.6748E+09
  2.8192E+07  5.4679E+04  1.8260E+03  3.7109E+17  3.1585E+16  3.8617E+14  3.1928E+01  3.8672E+05  1.4890E+07  1.6639E+08  1.2523E+13  3.3596E+11  1.0401E+13  6.2659E+10  5.4776E+11  4.1787E+10  4.1521E+08  7.7030E+09
  2.8210E+07  5.4957E+04  1.8258E+03  3.7300E+17  3.1747E+16  3.8677E+14  3.2008E+01  3.8687E+05  1.4855E+07  1.6702E+08  1.2588E+13  3.3478E+11  1.0454E+13  6.2600E+10  5.5058E+11  4.2012E+10  4.1288E+08  7.7313E+09
  2.8229E+07  5.5236E+04  1.8257E+03  3.7492E+17  3.1911E+16  3.8737E+14  3.2088E+01  3.8701E+05  1.4820E+07  1.6765E+08  1.2653E+13  3.3361E+11  1.0507E+13  6.2541E+10  5.5342E+11  4.2237E+10  4.1064E+08  7.7597E+09
  2.8247E+07  5.5517E+04  1.8256E+03  3.7685E+17  3.2075E+16  3.8797E+14  3.2168E+01  3.8716E+05  1.4785E+07  1.6828E+08  1.2718E+13  3.3244E+11  1.0560E+13  6.2482E+10  5.5627E+11  4.2465E+10  4.0847E+08  7.7882E+09
  2.8265E+07  5.5799E+04  1.8254E+03  3.7879E+17  3.2240E+16  3.8857E+14  3.2249E+01  3.8730E+05  1.4751E+07  1.6891E+08  1.2783E+13  3.3126E+11  1.0613E+13  6.2423E+10  5.5913E+11  4.2693E+10  4.0637E+08  7.8169E+09
  2.8284E+07  5.6083E+04  1.8253E+03  3.8074E+17  3.2406E+16  3.8918E+14  3.2329E+01  3.8745E+05  1.4716E+07  1.6955E+08  1.2849E+13  3.3009E+11  1.0667E+13  6.2365E+10  5.6201E+11  4.2922E+10  4.0434E+08  7.8456E+09
  2.8302E+07  5.6368E+04  1.8252E+03  3.8270E+17  3.2573E+16  3.8978E+14  3.2410E+01  3.8759E+05  1.4681E+07  1.7019E+08  1.2915E+13  3.2893E+11  1.0721E+13  6.2306E+10  5.6490E+11  4.3153E+10  4.0237E+08  7.8744E+09
  2.8321E+07  5.7066E+04  1.8263E+03  3.8720E+17  3.2956E+16  3.9567E+14  3.3597E+01  3.9764E+05  1.4989E+07  1.7438E+08  1.3067E+13  3.3905E+11  1.0927E+13  6.3080E+10  5.7153E+11  4.3651E+10  4.1714E+08  7.8446E+09
  2.8339E+07  5.9480E+04  1.8327E+03  4.0222E+17  3.4234E+16  4.2392E+14  3.9834E+01  4.5137E+05  1.6786E+07  1.9407E+08  1.3573E+13  4.0102E+11  1.1404E+13  6.7356E+10  5.9366E+11  4.5253E+10  5.0993E+08  7.5848E+09
  2.8357E+07  6.1996E+04  1.8390E+03  4.1782E+17  3.5562E+16  4.5402E+14  4.7175E+01  5.1198E+05  1.8788E+07  2.1585E+08  1.4098E+13  4.7374E+11  1.1839E+13  7.1888E+10  6.1665E+11  4.6912E+10  6.2141E+08  7.3359E+09
  2.8376E+07  6.4618E+04  1.8454E+03  4.3402E+17  3.6941E+16  4.8610E+14  5.5809E+01  5.8030E+05  2.1017E+07  2.3991E+08  1.4645E+13  5.5879E+11  1.2294E+13  7.6689E+10  6.4053E+11  4.8629E+10  7.5427E+08  7.0973E+09
  2.8394E+07  6.7351E+04  1.8517E+03  4.5085E+17  3.8374E+16  5.2026E+14  6.5956E+01  6.5726E+05  2.3494E+07  2.6645E+08  1.5209E+13  6.5819E+11  1.2769E+13  8.1776E+10  6.6533E+11  5.0408E+10  9.0639E+08  6.8687E+09
  2.8413E+07  7.0200E+04  1.8581E+03  4.6834E+17  3.9862E+16  5.5664E+14  7.7855E+01  7.4388E+05  2.6251E+07  2.9584E+08  1.5801E+13  7.7075E+11  1.3264E+13  8.7155E+10  6.9108E+11  5.2250E+10  1.0801E+09  6.6494E+09
  2.8431E+07  7.3169E+04  1.8644E+03  4.8650E+17  4.1408E+16  5.9537E+14  9.1811E+01  8.4131E+05  2.9313E+07  3.2821E+08  1.6413E+13  8.9985E+11  1.3781E+13  9.2849E+10  7.1784E+11  5.4156E+10  1.2806E+09  6.4391E+09
  2.8449E+07  7.6264E+04  1.8708E+03  5.0537E+17  4.3014E+16  6.3658E+14  1.0815E+02  9.5084E+05  3.2715E+07  3.6385E+08  1.7048E+13  1.0487E+12  1.4319E+13  9.8873E+10  7.4562E+11  5.6131E+10  1.5036E+09  6.2373E+09
  2.8468E+07  7.9490E+04  1.8771E+03  5.2497E+17  4.4682E+16  6.8041E+14  1.2726E+02  1.0739E+06  3.6493E+07  4.0311E+08  1.7707E+13  1.2198E+12  1.4880E+13  1.0524E+11  7.7449E+11  5.8175E+10  1.7565E+09  6.0438E+09
  2.8486E+07  8.2853E+04  1.8835E+03  5.4533E+17  4.6415E+16  7.2704E+14  1.4960E+02  1.2120E+06  4.0683E+07  4.4634E+08  1.8392E+13  1.4093E+12  1.5465E+13  1.1197E+11  8.0446E+11  6.0291E+10  2.0303E+09  5.8580E+09
  2.8505E+07  8.6357E+04  1.8898E+03  5.6648E+17  4.8216E+16  7.7661E+14  1.7567E+02  1.3669E+06  4.5333E+07  4.9386E+08  1.9103E+13  1.6274E+12  1.6073E+13  1.1908E+11  8.3560E+11  6.2481E+10  2.3137E+09  5.6797E+09
  2.8523E+07  9.0010E+04  1.8962E+03  5.8845E+17  5.0086E+16  8.2929E+14  2.0609E+02  1.5406E+06  5.0484E+07  5.4615E+08  1.9841E+13  1.8668E+12  1.6709E+13  1.2659E+11  8.6794E+11  6.4749E+10  2.5705E+09  5.5084E+09
  2.8541E+07  9.3817E+04  1.9025E+03  6.1128E+17  5.2028E+16  8.8527E+14  2.4168E+02  1.7352E+06  5.6155E+07  6.0391E+08  2.0607E+13  2.1012E+12  1.7354E+13  1.3452E+11  9.0152E+11  6.7097E+10  2.7757E+09  5.3440E+09
  2.8554E+07  9.6505E+04  1.9069E+03  6.2734E+17  5.3396E+16  9.2543E+14  2.7074E+02  1.8810E+06  6.0034E+07  6.4995E+08  2.1147E+13  1.9578E+12  1.7779E+13  1.4011E+11  9.2517E+11  6.8745E+10  2.5645E+09  5.2355E+09
  2.8554E+07  9.6546E+04  1.9069E+03  6.2759E+17  5.3416E+16  9.2605E+14  2.7142E+02  1.8833E+06  6.0045E+07  6.5117E+08  2.1156E+13  1.9077E+12  1.7780E+13  1.4019E+11  9.2553E+11  6.8770E+10  2.5105E+09  5.2339E+09
  2.8554E+07  9.6587E+04  1.9070E+03  6.2783E+17  5.3437E+16  9.2667E+14  2.7218E+02  1.8856E+06  6.0040E+07  6.5256E+08  2.1164E+13  1.8419E+12  1.7779E+13  1.4027E+11  9.2589E+11  6.8795E+10  2.4404E+09  5.2323E+09
  2.8555E+07  9.6606E+04  1.9070E+03  6.2794E+17  5.3447E+16  9.2695E+14  2.7258E+02  1.8866E+06  6.0027E+07  6.5330E+08  2.1167E+13  1.8015E+12  1.7778E+13  1.4030E+11  9.2605E+11  6.8806E+10  2.3974E+09  5.2316E+09
  2.8555E+07  9.6622E+04  1.9071E+03  6.2804E+17  5.3455E+16  9.2720E+14  2.7295E+02  1.8876E+06  6.0010E+07  6.5401E+08  2.1171E+13  1.7606E+12  1.7776E+13  1.4033E+11  9.2620E+11  6.8816E+10  2.3543E+09  5.2310E+09
  2.8555E+07  9.6629E+04  1.9071E+03  6.2808E+17  5.3459E+16  9.2730E+14  2.7312E+02  1.8879E+06  6.0000E+07  6.5434E+08  2.1172E+13  1.7403E+12  1.7775E+13  1.4034E+11  9.2626E+11  6.8820E+10  2.3329E+09  5.2307E+09
  2.8555E+07  9.6636E+04  1.9071E+03  6.2812E+17  5.3462E+16  9.2740E+14  2.7328E+02  1.8883E+06  5.9990E+07  6.5465E+08  2.1173E+13  1.7212E+12  1.7774E+13  1.4035E+11  9.2632E+11  6.8824E+10  2.3130E+09  5.2304E+09
  2.8555E+07  9.6649E+04  1.9071E+03  6.2820E+17  5.3469E+16  9.2760E+14  2.7364E+02  1.8890E+06  5.9963E+07  6.5536E+08  2.1176E+13  1.6751E+12  1.7772E+13  1.4037E+11  9.2643E+11  6.8832E+10  2.2650E+09  5.2299E+09
  2.8555E+07  9.6675E+04  1.9071E+03  6.2836E+17  5.3482E+16  9.2799E+14  2.7455E+02  1.8905E+06  5.9869E+07  6.5720E+08  2.1181E+13  1.5427E+12  1.7762E+13  1.4040E+11  9.2666E+11  6.8848E+10  2.1293E+09  5.2289E+09
  2.8555E+07  9.6702E+04  1.9072E+03  6.2852E+17  5.3496E+16  9.2840E+14  2.7717E+02  1.8920E+06  5.9407E+07  6.6290E+08  2.1186E+13  1.0408E+12  1.7713E+13  1.4037E+11  9.2690E+11  6.8865E+10  1.6475E+09  5.2278E+09
