 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CS          CS2         C2K2N2      C2N2NA2     FE(OH)2     FEO         FEH         HK          KOH         NAH         NAOH        HS          K2O2H2      NA2O2H2     H2SO4       H2S         K+          KO          KO-         K2          MGS         SN          NA+         NAO         NAO-        NA2         SO          S2O         SO2         SIS         S8          H2          N2          O2          S2          FES         C+          N+          O+          CNO         TIO         TIO2        TIC         TIC2        TIS         TI+         S+          SI+         FE+         C3H         CA+         CAOH        CA(OH)2     CAO         CAS         CA2         CAH         TIH         LIH         LIO         LIOH        LICL        NACL        KCL         CACL        CACL2       HCL       
  2.0413E+07  9.7282E+02  1.2660E+03  9.4971E+15  1.7716E+06  2.5102E+03  1.0034E-17  2.4734E-45  2.2852E+02  1.9326E+02  2.9559E+02  4.2150E+04  1.3746E+05  1.7490E+06  1.1048E+06  1.0501E+09  2.1784E-09  1.6528E-06  9.2984E-21  1.2922E+11  7.8582E+05  3.4525E-03  7.6306E-10  4.5330E-03  9.8176E+04  7.0543E+01  6.3909E+03  5.5202E-02  8.2821E-09  3.9592E+00  4.9555E+04  4.3460E+00  1.5129E+02  7.4305E+08  9.8617E-35  4.7473E+15  2.8613E+11  6.0286E-04  1.8127E+07  1.4683E+04  3.7991E-39  4.8603E-45  4.3232E-40  2.7534E-06  5.3724E+05  3.9932E+05  3.8009E-09  9.7056E-16  1.1376E+04  4.2695E-11  1.2401E-20  5.9507E-18  1.0748E-08  7.1709E-12  4.6421E+00  2.9463E+08  1.2512E+07  5.6540E+02  2.3044E+07  1.7163E-01  3.4236E+08  6.5819E-03  2.2532E-86  5.8844E-93  9.7234E-85  4.9350-176  4.1145E-85  1.9219E-85  1.1589E-84  3.9715-171  7.7344E-84
  2.0487E+07  1.0985E+03  1.2758E+03  1.0642E+16  2.1578E+06  2.8691E+03  1.3200E-17  9.0075E-45  2.6900E+02  2.5403E+02  4.0793E+02  5.1457E+04  1.5486E+05  2.1076E+06  1.2468E+06  1.2503E+09  2.4427E-09  1.8133E-06  1.2895E-20  1.4449E+11  9.7505E+05  4.5847E-03  1.0710E-09  5.5147E-03  1.4167E+05  9.1683E+01  8.3890E+03  7.2970E-02  1.1607E-08  4.7226E+00  6.0286E+04  5.1322E+00  1.7705E+02  1.0761E+09  1.2268E-34  5.3196E+15  3.2062E+11  8.6234E-04  2.0218E+07  1.7944E+04  1.1732E-38  1.6522E-44  1.3203E-39  4.0048E-06  6.2563E+05  4.2939E+05  5.8692E-09  1.6205E-15  1.3326E+04  7.4560E-11  2.6028E-20  1.5837E-17  1.8982E-08  1.2004E-11  6.4845E+00  3.1987E+08  1.2837E+07  6.8616E+02  2.5165E+07  2.1059E-01  4.7825E+08  9.3434E-03  2.6625E-86  7.4496E-93  1.0427E-84  4.9825-176  4.3086E-85  1.9902E-85  1.2136E-84  3.6948-171  8.7984E-84
  2.0561E+07  1.2325E+03  1.2855E+03  1.1851E+16  2.6025E+06  3.2522E+03  1.6984E-17  3.1049E-44  3.1616E+02  3.3284E+02  5.5938E+02  6.2180E+04  1.7320E+05  2.5150E+06  1.3971E+06  1.4777E+09  2.7115E-09  1.9708E-06  1.7680E-20  1.6048E+11  1.2000E+06  6.0204E-03  1.4818E-09  6.6333E-03  2.0233E+05  1.1794E+02  1.0902E+04  9.5399E-02  1.6037E-08  5.5733E+00  7.2874E+04  6.0247E+00  2.0623E+02  1.5381E+09  1.5094E-34  5.9241E+15  3.5705E+11  1.2205E-03  2.2455E+07  2.1890E+04  3.4889E-38  5.3998E-44  3.8965E-39  5.7337E-06  7.2073E+05  4.5815E+05  8.8542E-09  2.6291E-15  1.5426E+04  1.2725E-10  5.3384E-20  4.0872E-17  3.3132E-08  1.9567E-11  8.9412E+00  3.4487E+08  1.3095E+07  8.2508E+02  2.7295E+07  2.5484E-01  6.5779E+08  1.3016E-02  3.1172E-86  9.3399E-93  1.1119E-84  5.0061-176  4.4852E-85  2.0494E-85  1.2620E-84  3.4203-171  9.9356E-84
  2.0634E+07  1.3749E+03  1.2949E+03  1.3124E+16  3.1098E+06  3.6572E+03  2.1417E-17  1.0178E-43  3.7141E+02  4.3514E+02  7.6301E+02  7.4446E+04  1.9250E+05  2.9747E+06  1.5554E+06  1.7345E+09  2.9832E-09  2.1244E-06  2.3997E-20  1.7714E+11  1.4659E+06  7.8265E-03  2.0240E-09  7.8971E-03  2.8618E+05  1.5029E+02  1.4041E+04  1.2349E-01  2.1874E-08  6.5138E+00  8.7575E+04  7.0330E+00  2.3924E+02  2.1705E+09  1.8368E-34  6.5602E+15  3.9539E+11  1.7112E-03  2.4836E+07  2.6672E+04  1.0021E-37  1.7023E-43  1.1146E-38  8.0919E-06  8.2346E+05  4.8625E+05  1.3094E-08  4.1608E-15  1.7687E+04  2.1296E-10  1.0718E-19  1.0246E-16  5.7236E-08  3.1123E-11  1.2181E+01  3.6948E+08  1.3289E+07  9.8377E+02  2.9414E+07  3.0441E-01  8.9188E+08  1.7850E-02  3.6192E-86  1.1608E-92  1.1799E-84  5.0079-176  4.6442E-85  2.0999E-85  1.3040E-84  3.1516-171  1.1145E-83
  2.0708E+07  1.5219E+03  1.3041E+03  1.4425E+16  3.6690E+06  4.0707E+03  2.6369E-17  3.0999E-43  4.3410E+02  5.6359E+02  1.0271E+03  8.8018E+04  2.1222E+05  3.4766E+06  1.7176E+06  2.0153E+09  3.2496E-09  2.2697E-06  3.2059E-20  1.9398E+11  1.7703E+06  1.0022E-02  2.7130E-09  9.2768E-03  3.9796E+05  1.8878E+02  1.7828E+04  1.5749E-01  2.9283E-08  7.5193E+00  1.0424E+05  8.1383E+00  2.7558E+02  3.0002E+09  2.2006E-34  7.2107E+15  4.3460E+11  2.3605E-03  2.7295E+07  3.2272E+04  2.7209E-37  5.0564E-43  3.0247E-38  1.1182E-05  9.2761E+05  5.1112E+05  1.8774E-08  6.3443E-15  1.9964E+04  3.4466E-10  2.0762E-19  2.4468E-16  9.6599E-08  4.7877E-11  1.6292E+01  3.9293E+08  1.3420E+07  1.1592E+03  3.1447E+07  3.5778E-01  1.1850E+09  2.3867E-02  4.1558E-86  1.4243E-92  1.2448E-84  4.9901-176  4.7821E-85  2.1408E-85  1.3383E-84  2.8971-171  1.2394E-83
  2.0781E+07  1.6740E+03  1.3129E+03  1.5761E+16  4.2826E+06  4.4912E+03  3.1847E-17  8.8910E-43  5.0618E+02  7.2549E+02  1.3697E+03  1.0302E+05  2.3251E+05  4.0245E+06  1.8849E+06  2.3220E+09  3.5137E-09  2.4093E-06  4.2304E-20  2.1102E+11  2.1181E+06  1.2679E-02  3.5821E-09  1.0782E-02  5.4564E+05  2.3431E+02  2.2376E+04  1.9848E-01  3.8617E-08  8.5946E+00  1.2309E+05  9.3479E+00  3.1564E+02  4.0739E+09  2.5995E-34  7.8784E+15  4.7484E+11  3.2142E-03  2.9831E+07  3.8870E+04  7.0528E-37  1.4301E-42  7.8598E-38  1.5191E-05  1.0357E+06  5.3460E+05  2.6309E-08  9.4064E-15  2.2301E+04  5.4405E-10  3.9042E-19  5.6096E-16  1.6014E-07  7.1653E-11  2.1461E+01  4.1541E+08  1.3503E+07  1.3528E+03  3.3393E+07  4.1483E-01  1.5484E+09  3.1341E-02  4.7298E-86  1.7296E-92  1.3077E-84  4.9572-176  4.9026E-85  2.1740E-85  1.3658E-84  2.6579-171  1.3687E-83
  2.0855E+07  1.8296E+03  1.3213E+03  1.7117E+16  4.9420E+06  4.9107E+03  3.7811E-17  2.3860E-42  5.8793E+02  9.2506E+02  1.8034E+03  1.1932E+05  2.5325E+05  4.6132E+06  2.0561E+06  2.6502E+09  3.7778E-09  2.5458E-06  5.5033E-20  2.2805E+11  2.5072E+06  1.5823E-02  4.6519E-09  1.2399E-02  7.3546E+05  2.8687E+02  2.7710E+04  2.4680E-01  5.0093E-08  9.7300E+00  1.4398E+05  1.0644E+01  3.5903E+02  5.4146E+09  3.0224E-34  8.5560E+15  5.1568E+11  4.3070E-03  3.2393E+07  4.6475E+04  1.7295E-36  3.8117E-42  1.9366E-37  2.0250E-05  1.1444E+06  5.5586E+05  3.5922E-08  1.3522E-14  2.4612E+04  8.3298E-10  7.0795E-19  1.2234E-15  2.5912E-07  1.0420E-10  2.7776E+01  4.3686E+08  1.3559E+07  1.5623E+03  3.5225E+07  4.7455E-01  1.9868E+09  4.0301E-02  5.3350E-86  2.0767E-92  1.3689E-84  4.9162-176  5.0092E-85  2.2014E-85  1.3876E-84  2.4400-171  1.5007E-83
  2.0929E+07  1.9813E+03  1.3292E+03  1.8427E+16  5.6164E+06  5.3063E+03  4.3730E-17  5.8477E-42  6.7653E+02  1.1614E+03  2.3275E+03  1.3614E+05  2.7330E+05  5.2138E+06  2.2220E+06  2.9875E+09  4.0189E-09  2.6654E-06  7.0156E-20  2.4419E+11  2.9253E+06  1.9377E-02  5.9028E-09  1.4040E-02  9.6885E+05  3.4497E+02  3.3703E+04  3.0124E-01  6.3497E-08  1.0860E+01  1.6634E+05  1.1985E+01  4.0460E+02  7.0067E+09  3.4495E-34  9.2109E+15  5.5515E+11  5.6490E-03  3.4892E+07  5.4901E+04  3.9434E-36  9.4020E-42  4.4520E-37  2.6301E-05  1.2456E+06  5.7255E+05  4.7325E-08  1.8623E-14  2.6714E+04  1.2246E-09  1.2250E-18  2.5029E-15  4.0526E-07  1.4561E-10  3.5135E+01  4.5583E+08  1.3556E+07  1.7791E+03  3.6839E+07  5.3318E-01  2.4879E+09  5.0342E-02  5.9404E-86  2.4541E-92  1.4242E-84  4.8607-176  5.0909E-85  2.2189E-85  1.4009E-84  2.2407-171  1.6294E-83
  2.1002E+07  2.1456E+03  1.3370E+03  1.9837E+16  6.3680E+06  5.7190E+03  5.0627E-17  1.4220E-41  7.8347E+02  1.4632E+03  3.0122E+03  1.5531E+05  2.9532E+05  5.8919E+06  2.4044E+06  3.3615E+09  4.2915E-09  2.8017E-06  8.9515E-20  2.6127E+11  3.4086E+06  2.3715E-02  7.4851E-09  1.5903E-02  1.2728E+06  4.1377E+02  4.0918E+04  3.6748E-01  8.0437E-08  1.2126E+01  1.9185E+05  1.3467E+01  4.5575E+02  9.0030E+09  3.9054E-34  9.9159E+15  5.9765E+11  7.3988E-03  3.7496E+07  6.5017E+04  8.9020E-36  2.2947E-41  1.0140E-36  3.4102E-05  1.3621E+06  5.9349E+05  6.2451E-08  2.5679E-14  2.9085E+04  1.8003E-09  2.1036E-18  5.0594E-15  6.3358E-07  2.0279E-10  4.4270E+01  4.7567E+08  1.3579E+07  2.0232E+03  3.8446E+07  5.9726E-01  3.1061E+09  6.3057E-02  6.6138E-86  2.8991E-92  1.4840E-84  4.8096-176  5.1774E-85  2.2382E-85  1.4130E-84  2.0582-171  1.7682E-83
  2.1076E+07  2.2897E+03  1.3439E+03  2.1062E+16  7.0596E+06  6.0618E+03  5.6208E-17  3.0093E-41  8.8870E+02  1.7914E+03  3.7637E+03  1.7305E+05  3.1421E+05  6.5116E+06  2.5613E+06  3.7133E+09  4.4956E-09  2.8951E-06  1.1050E-19  2.7568E+11  3.8848E+06  2.8176E-02  9.1520E-09  1.7573E-02  1.6155E+06  4.8317E+02  4.8332E+04  4.3536E-01  9.8263E-08  1.3235E+01  2.1718E+05  1.4890E+01  5.0595E+02  1.1133E+10  4.3199E-34  1.0528E+16  6.3454E+11  9.3721E-03  3.9851E+07  7.5295E+04  1.8012E-35  4.9834E-41  2.0800E-36  4.2472E-05  1.4484E+06  6.0297E+05  7.7714E-08  3.3031E-14  3.0753E+04  2.4787E-09  3.3694E-18  9.3041E-15  9.3687E-07  2.6577E-10  5.3938E+01  4.9038E+08  1.3496E+07  2.2524E+03  3.9650E+07  6.5197E-01  3.7388E+09  7.5222E-02  7.2156E-86  3.3401E-92  1.5300E-84  4.7355-176  5.2204E-85  2.2408E-85  1.4128E-84  1.8930-171  1.8902E-83
  2.1150E+07  2.4427E+03  1.3508E+03  2.2355E+16  7.8063E+06  6.4077E+03  6.2363E-17  6.3090E-41  1.0128E+03  2.1982E+03  4.7089E+03  1.9268E+05  3.3457E+05  7.1920E+06  2.7306E+06  4.0942E+09  4.7218E-09  3.0001E-06  1.3648E-19  2.9059E+11  4.4210E+06  3.3443E-02  1.1177E-08  1.9412E-02  2.0428E+06  5.6273E+02  5.6976E+04  5.1530E-01  1.1991E-07  1.4442E+01  2.4548E+05  1.6430E+01  5.6144E+02  1.3676E+10  4.7432E-34  1.1174E+16  6.7350E+11  1.1855E-02  4.2258E+07  8.7312E+04  3.6082E-35  1.0711E-40  4.2285E-36  5.2780E-05  1.5476E+06  6.1646E+05  9.6843E-08  4.2512E-14  3.2620E+04  3.4133E-09  5.3576E-18  1.6916E-14  1.3834E-06  3.4674E-10  6.5461E+01  5.0540E+08  1.3431E+07  2.5036E+03  4.0802E+07  7.0934E-01  4.4856E+09  8.9969E-02  7.8676E-86  3.8457E-92  1.5791E-84  4.6647-176  5.2653E-85  2.2443E-85  1.4111E-84  1.7411-171  2.0192E-83
  2.1223E+07  2.6012E+03  1.3576E+03  2.3687E+16  8.5934E+06  6.7458E+03  6.8842E-17  1.2942E-40  1.1560E+03  2.6938E+03  5.8755E+03  2.1389E+05  3.5592E+05  7.9214E+06  2.9083E+06  4.4987E+09  4.9608E-09  3.1110E-06  1.6813E-19  3.0560E+11  5.0139E+06  3.9549E-02  1.3589E-08  2.1381E-02  2.5654E+06  6.5222E+02  6.6875E+04  6.0774E-01  1.4566E-07  1.5720E+01  2.7662E+05  1.8070E+01  6.2199E+02  1.6634E+10  5.1630E-34  1.1840E+16  7.1364E+11  1.4931E-02  4.4678E+07  1.0109E+05  7.0914E-35  2.2563E-40  8.4463E-36  6.5208E-05  1.6536E+06  6.3162E+05  1.1997E-07  5.4291E-14  3.4552E+04  4.6656E-09  8.4099E-18  3.0165E-14  2.0285E-06  4.4782E-10  7.8919E+01  5.2006E+08  1.3370E+07  2.7732E+03  4.1855E+07  7.6742E-01  5.3469E+09  1.0720E-01  8.5568E-86  4.4145E-92  1.6294E-84  4.5943-176  5.3071E-85  2.2467E-85  1.4067E-84  1.6012-171  2.1524E-83
  2.1297E+07  2.7394E+03  1.3636E+03  2.4835E+16  9.3031E+06  7.0135E+03  7.3507E-17  2.3952E-40  1.2989E+03  3.2335E+03  7.1447E+03  2.3325E+05  3.7411E+05  8.5784E+06  3.0602E+06  4.8770E+09  5.1311E-09  3.1808E-06  2.0216E-19  3.1801E+11  5.5951E+06  4.5757E-02  1.6081E-08  2.3108E-02  3.1428E+06  7.4136E+02  7.6938E+04  7.0145E-01  1.7224E-07  1.6812E+01  3.0759E+05  1.9650E+01  6.8199E+02  1.9674E+10  5.5299E-34  1.2414E+16  7.4823E+11  1.8361E-02  4.6866E+07  1.1518E+05  1.2879E-34  4.3712E-40  1.5656E-35  7.8196E-05  1.7315E+06  6.3783E+05  1.4237E-07  6.5862E-14  3.5833E+04  6.0852E-09  1.2563E-17  5.0255E-14  2.8583E-06  5.5242E-10  9.2869E+01  5.3013E+08  1.3221E+07  3.0241E+03  4.2555E+07  8.1435E-01  6.2038E+09  1.2327E-01  9.1636E-86  4.9746E-92  1.6671E-84  4.5052-176  5.3120E-85  2.2351E-85  1.3925E-84  1.4727-171  2.2687E-83
  2.1370E+07  2.8848E+03  1.3697E+03  2.6039E+16  1.0053E+07  7.2765E+03  7.8477E-17  4.4106E-40  1.4654E+03  3.8895E+03  8.6997E+03  2.5432E+05  3.9365E+05  9.2892E+06  3.2235E+06  5.2809E+09  5.3219E-09  3.2615E-06  2.4350E-19  3.3073E+11  6.2390E+06  5.2939E-02  1.9029E-08  2.4978E-02  3.8416E+06  8.4134E+02  8.8425E+04  8.0964E-01  2.0368E-07  1.7985E+01  3.4178E+05  2.1343E+01  7.4800E+02  2.3148E+10  5.8887E-34  1.3016E+16  7.8450E+11  2.2577E-02  4.9081E+07  1.3135E+05  2.3255E-34  8.4191E-40  2.8882E-35  9.3682E-05  1.8214E+06  6.4786E+05  1.6932E-07  8.0024E-14  3.7280E+04  7.9492E-09  1.8686E-17  8.3068E-14  4.0259E-06  6.7945E-10  1.0900E+02  5.4034E+08  1.3091E+07  3.2947E+03  4.3190E+07  8.6188E-01  7.1830E+09  1.4219E-01  9.8126E-86  5.6066E-92  1.7077E-84  4.4199-176  5.3190E-85  2.2246E-85  1.3773E-84  1.3541-171  2.3906E-83
  2.1444E+07  3.0380E+03  1.3758E+03  2.7301E+16  1.0844E+07  7.5341E+03  8.3766E-17  8.0812E-40  1.6596E+03  4.6870E+03  1.0604E+04  2.7725E+05  4.1465E+05  1.0058E+07  3.3992E+06  5.7119E+09  5.5353E-09  3.3541E-06  2.9384E-19  3.4377E+11  6.9518E+06  6.1251E-02  2.2518E-08  2.7004E-02  4.6869E+06  9.5335E+02  1.0153E+05  9.3458E-01  2.4085E-07  1.9244E+01  3.7953E+05  2.3156E+01  8.2069E+02  2.7080E+10  6.2366E-34  1.3647E+16  8.2252E+11  2.7760E-02  5.1319E+07  1.4991E+05  4.1744E-34  1.6122E-39  5.3030E-35  1.1213E-04  1.9230E+06  6.6123E+05  2.0161E-07  9.7282E-14  3.8870E+04  1.0391E-08  2.7671E-17  1.3617E-13  5.6667E-06  8.3318E-10  1.2757E+02  5.5066E+08  1.2977E+07  3.5862E+03  4.3753E+07  9.0964E-01  8.2986E+09  1.6437E-01  1.0507E-85  6.3199E-92  1.7515E-84  4.3383-176  5.3282E-85  2.2152E-85  1.3608E-84  1.2446-171  2.5185E-83
  2.1518E+07  3.1680E+03  1.3813E+03  2.8358E+16  1.1535E+07  7.7171E+03  8.6581E-17  1.3600E-39  1.8544E+03  5.5592E+03  1.2664E+04  2.9760E+05  4.3196E+05  1.0730E+07  3.5445E+06  6.1115E+09  5.6668E-09  3.3989E-06  3.4777E-19  3.5402E+11  7.6465E+06  6.9610E-02  2.6054E-08  2.8699E-02  5.6128E+06  1.0638E+03  1.1473E+05  1.0599E+00  2.7851E-07  2.0263E+01  4.1727E+05  2.4913E+01  8.9359E+02  3.0996E+10  6.5280E-34  1.4175E+16  8.5435E+11  3.3524E-02  5.3348E+07  1.6898E+05  7.0530E-34  2.8974E-39  9.2073E-35  1.3094E-04  1.9934E+06  6.6558E+05  2.3135E-07  1.1308E-13  3.9768E+04  1.3077E-08  3.9497E-17  2.1200E-13  7.7422E-06  9.8187E-10  1.4655E+02  5.5624E+08  1.2771E+07  3.8535E+03  4.3981E+07  9.4407E-01  9.3769E+09  1.8429E-01  1.1097E-85  7.0159E-92  1.7814E-84  4.2361-176  5.2988E-85  2.1911E-85  1.3352E-84  1.1415-171  2.6272E-83
  2.1591E+07  3.3001E+03  1.3868E+03  2.9426E+16  1.2234E+07  7.8835E+03  8.9153E-17  2.2600E-39  2.0752E+03  6.5920E+03  1.5104E+04  3.1887E+05  4.4984E+05  1.1429E+07  3.6948E+06  6.5266E+09  5.8043E-09  3.4468E-06  4.1146E-19  3.6407E+11  8.3948E+06  7.8971E-02  3.0078E-08  3.0447E-02  6.6963E+06  1.1838E+03  1.2935E+05  1.2000E+00  3.2133E-07  2.1303E+01  4.5813E+05  2.6762E+01  9.7265E+02  3.5251E+10  6.7987E-34  1.4708E+16  8.8653E+11  4.0417E-02  5.5362E+07  1.9034E+05  1.1791E-33  5.1516E-39  1.5842E-34  1.5241E-04  2.0699E+06  6.7205E+05  2.6489E-07  1.3097E-13  4.0707E+04  1.6416E-08  5.5990E-17  3.2631E-13  1.0541E-05  1.1494E-09  1.6768E+02  5.6130E+08  1.2570E+07  4.1324E+03  4.4114E+07  9.7597E-01  1.0554E+10  2.0646E-01  1.1703E-85  7.7778E-92  1.8118E-84  4.1354-176  5.2670E-85  2.1664E-85  1.3081E-84  1.0463-171  2.7373E-83
  2.1665E+07  3.4378E+03  1.3922E+03  3.0534E+16  1.2957E+07  8.0407E+03  9.1765E-17  3.7399E-39  2.3296E+03  7.8286E+03  1.8027E+04  3.4164E+05  4.6892E+05  1.2172E+07  3.8553E+06  6.9641E+09  5.9595E-09  3.5042E-06  4.8778E-19  3.7427E+11  9.2109E+06  8.9605E-02  3.4728E-08  3.2307E-02  7.9755E+06  1.3159E+03  1.4572E+05  1.3588E+00  3.7079E-07  2.2401E+01  5.0283E+05  2.8731E+01  1.0593E+03  3.9889E+10  7.0540E-34  1.5262E+16  9.1992E+11  4.8738E-02  5.7388E+07  2.1454E+05  1.9621E-33  9.1183E-39  2.7161E-34  1.7727E-04  2.1563E+06  6.8154E+05  3.0362E-07  1.5177E-13  4.1757E+04  2.0624E-08  7.9107E-17  4.9873E-13  1.4343E-05  1.3420E-09  1.9142E+02  5.6631E+08  1.2385E+07  4.4280E+03  4.4178E+07  1.0064E+00  1.1855E+10  2.3176E-01  1.2341E-85  8.6246E-92  1.8448E-84  4.0385-176  5.2371E-85  2.1428E-85  1.2803E-84  9.5861-172  2.8514E-83
  2.1738E+07  3.5727E+03  1.3976E+03  3.1613E+16  1.3666E+07  8.1711E+03  9.3602E-17  6.0570E-39  2.6136E+03  9.2806E+03  2.1442E+04  3.6465E+05  4.8778E+05  1.2917E+07  4.0142E+06  7.4100E+09  6.1026E-09  3.5540E-06  5.7688E-19  3.8381E+11  1.0075E+07  1.0130E-01  3.9905E-08  3.4137E-02  9.4560E+06  1.4571E+03  1.6354E+05  1.5331E+00  4.2582E-07  2.3464E+01  5.5080E+05  3.0788E+01  1.1528E+03  4.4769E+10  7.2858E-34  1.5801E+16  9.5241E+11  5.8593E-02  5.9383E+07  2.4137E+05  3.2167E-33  1.5899E-38  4.5985E-34  2.0498E-04  2.2410E+06  6.9065E+05  3.4523E-07  1.7402E-13  4.2689E+04  2.5714E-08  1.1078E-16  7.5091E-13  1.9406E-05  1.5490E-09  2.1734E+02  5.6994E+08  1.2184E+07  4.7285E+03  4.4109E+07  1.0316E+00  1.3235E+10  2.5863E-01  1.2970E-85  9.5339E-92  1.8756E-84  3.9382-176  5.1975E-85  2.1157E-85  1.2497E-84  8.7673-172  2.9629E-83
  2.1812E+07  3.6917E+03  1.4027E+03  3.2548E+16  1.4295E+07  8.2478E+03  9.3434E-17  9.3654E-39  2.9147E+03  1.0931E+04  2.5260E+04  3.8573E+05  5.0411E+05  1.3589E+07  4.1523E+06  7.8395E+09  6.1866E-09  3.5704E-06  6.7635E-19  3.9140E+11  1.0948E+07  1.1347E-01  4.5313E-08  3.5701E-02  1.1110E+07  1.6007E+03  1.8208E+05  1.7142E+00  4.8328E-07  2.4338E+01  6.0075E+05  3.2871E+01  1.2510E+03  4.9647E+10  7.4792E-34  1.6269E+16  9.8060E+11  6.9906E-02  6.1269E+07  2.7012E+05  5.1209E-33  2.6910E-38  7.5916E-34  2.3389E-04  2.3068E+06  6.9490E+05  3.8464E-07  1.9451E-13  4.3190E+04  3.1469E-08  1.5255E-16  1.1023E-12  2.5923E-05  1.7458E-09  2.4443E+02  5.7036E+08  1.1925E+07  5.0144E+03  4.3818E+07  1.0463E+00  1.4594E+10  2.8393E-01  1.3521E-85  1.0456E-91  1.8969E-84  3.8244-176  5.1318E-85  2.0788E-85  1.2135E-84  7.9902-172  3.0611E-83
  2.1886E+07  3.8146E+03  1.4078E+03  3.3512E+16  1.4936E+07  8.3156E+03  9.3220E-17  1.4428E-38  3.2595E+03  1.2892E+04  2.9778E+04  4.0799E+05  5.2144E+05  1.4295E+07  4.2990E+06  8.2893E+09  6.2856E-09  3.5952E-06  7.9466E-19  3.9907E+11  1.1890E+07  1.2714E-01  5.1463E-08  3.7340E-02  1.3032E+07  1.7571E+03  2.0259E+05  1.9171E+00  5.4860E-07  2.5248E+01  6.5518E+05  3.5089E+01  1.3586E+03  5.4803E+10  7.6618E-34  1.6750E+16  1.0096E+12  8.3432E-02  6.3174E+07  3.0248E+05  8.1195E-33  4.5372E-38  1.2496E-33  2.6671E-04  2.3816E+06  7.0197E+05  4.2898E-07  2.1749E-13  4.3787E+04  3.8544E-08  2.0953E-16  1.6077E-12  3.4612E-05  1.9627E-09  2.7434E+02  5.7068E+08  1.1682E+07  5.3138E+03  4.3473E+07  1.0588E+00  1.6065E+10  3.1228E-01  1.4095E-85  1.1471E-91  1.9204E-84  3.7151-176  5.0683E-85  2.0431E-85  1.1773E-84  7.2784-172  3.1621E-83
  2.1959E+07  3.9416E+03  1.4129E+03  3.4504E+16  1.5589E+07  8.3762E+03  9.2965E-17  2.2147E-38  3.6553E+03  1.5225E+04  3.5127E+04  4.3149E+05  5.3983E+05  1.5038E+07  4.4547E+06  8.7609E+09  6.3999E-09  3.6281E-06  9.3565E-19  4.0686E+11  1.2907E+07  1.4247E-01  5.8458E-08  3.9057E-02  1.5267E+07  1.9274E+03  2.2526E+05  2.1444E+00  6.2287E-07  2.6196E+01  7.1455E+05  3.7458E+01  1.4766E+03  6.0210E+10  7.8388E-34  1.7246E+16  1.0395E+12  9.9605E-02  6.5108E+07  3.3899E+05  1.2823E-32  7.6213E-38  2.0510E-33  3.0395E-04  2.4652E+06  7.1163E+05  4.7876E-07  2.4321E-13  4.4472E+04  4.7232E-08  2.8704E-16  2.3292E-12  4.6193E-05  2.2011E-09  3.0726E+02  5.7086E+08  1.1454E+07  5.6269E+03  4.3078E+07  1.0687E+00  1.7654E+10  3.4396E-01  1.4692E-85  1.2588E-91  1.9460E-84  3.6101-176  5.0069E-85  2.0087E-85  1.1411E-84  6.6265-172  3.2658E-83
  2.2033E+07  4.0620E+03  1.4179E+03  3.5435E+16  1.6204E+07  8.4116E+03  9.1862E-17  3.3174E-38  4.0918E+03  1.7926E+04  4.1242E+04  4.5441E+05  5.5746E+05  1.5755E+07  4.6043E+06  9.2325E+09  6.4952E-09  3.6508E-06  1.0976E-18  4.1381E+11  1.3960E+07  1.5892E-01  6.6018E-08  4.0667E-02  1.7793E+07  2.1053E+03  2.4934E+05  2.3879E+00  7.0309E-07  2.7064E+01  7.7748E+05  3.9917E+01  1.6030E+03  6.5612E+10  8.0017E-34  1.7712E+16  1.0676E+12  1.1839E-01  6.7007E+07  3.7900E+05  1.9893E-32  1.2569E-37  3.3132E-33  3.4402E-04  2.5428E+06  7.2009E+05  5.2922E-07  2.6872E-13  4.4988E+04  5.7319E-08  3.8908E-16  3.3176E-12  6.1182E-05  2.4388E-09  3.4212E+02  5.6966E+08  1.1213E+07  5.9364E+03  4.2582E+07  1.0728E+00  1.9271E+10  3.7606E-01  1.5258E-85  1.3761E-91  1.9685E-84  3.5035-176  4.9370E-85  1.9715E-85  1.1034E-84  6.0274-172  3.3638E-83
  2.2106E+07  4.1707E+03  1.4226E+03  3.6265E+16  1.6759E+07  8.4181E+03  8.9658E-17  4.8127E-38  4.5621E+03  2.0997E+04  4.8086E+04  4.7578E+05  5.7335E+05  1.6415E+07  4.7397E+06  9.6939E+09  6.5548E-09  3.6545E-06  1.2796E-18  4.1959E+11  1.5026E+07  1.7612E-01  7.3941E-08  4.2072E-02  2.0592E+07  2.2873E+03  2.7437E+05  2.6420E+00  7.8714E-07  2.7793E+01  8.4327E+05  4.2441E+01  1.7363E+03  7.0802E+10  8.1564E-34  1.8126E+16  1.0926E+12  1.3982E-01  6.8863E+07  4.2222E+05  3.0169E-32  2.0243E-37  5.2426E-33  3.8582E-04  2.6083E+06  7.2591E+05  5.7757E-07  2.9222E-13  4.5257E+04  6.8665E-08  5.2042E-16  4.6258E-12  8.0195E-05  2.6612E-09  3.7824E+02  5.6659E+08  1.0949E+07  6.2330E+03  4.1980E+07  1.0699E+00  2.0859E+10  4.0696E-01  1.5764E-85  1.4959E-91  1.9852E-84  3.3931-176  4.8547E-85  1.9300E-85  1.0640E-84  5.4769-172  3.4519E-83
