 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CS          CS2         C2K2N2      C2N2NA2     FE(OH)2     FEO         FEH         HK          KOH         NAH         NAOH        HS          K2O2H2      NA2O2H2     H2SO4       H2S         K+          KO          KO-         K2          MGS         SN          NA+         NAO         NAO-        NA2         SO          S2O         SO2         SIS         S8          H2          N2          O2          S2          FES         C+          N+          O+          CNO         TIO         TIO2        TIC         TIC2        TIS         TI+         S+          SI+         FE+         C3H         CA+         CAOH        CA(OH)2     CAO         CAS         CA2         CAH         TIH         LIH         LIO         LIOH        LICL        NACL        KCL         CACL        CACL2       HCL       
  5.7646E+06  3.9267E-01  1.0338E+03  4.7051E+12  2.8863E+01  1.7626E-01  6.3935E-31  1.7807E-71  9.3694E+00  1.1992E+01  3.1025E-01  2.0261E-01  1.1966E+01  1.2325E+01  9.1390E+01  4.8498E+05  6.6524E-16  9.6376E-13  5.9438E-26  4.4745E+07  1.7148E+02  2.0765E-08  1.0407E-16  2.8472E-09  9.1856E+03  2.5231E-03  2.6930E-01  3.8013E-07  1.1820E-15  4.4369E-06  1.7983E+02  2.4855E-02  3.0139E+00  1.8902E+07  6.3278E-39  2.3516E+12  1.4175E+08  5.1125E-08  3.7615E+05  3.0171E+03  1.3517E-54  1.4068E-60  4.2257E-53  8.0752E-14  1.2794E+00  1.7160E+01  1.1104E-20  2.4872E-30  9.0145E-03  3.6417E-21  2.6451E-29  3.7453E-26  5.9530E-13  1.4079E-25  2.8599E-05  7.0473E+04  3.3302E+03  4.4333E-02  1.5112E+04  6.4693E-08  2.9604E+01  3.3663E-12  3.4184E-91  1.7369E-97  4.4446E-88  1.0687-178  2.5715E-88  1.6698E-88  6.6353E-88  1.2758-173  3.6174E-87
  5.8382E+06  4.0776E-01  1.0338E+03  4.8857E+12  3.0011E+01  1.8329E-01  7.7006E-31  2.1621E-71  1.0088E+01  1.2458E+01  3.2840E-01  2.1444E-01  1.2655E+01  1.3043E+01  9.6660E+01  4.9498E+05  7.4340E-16  1.0768E-12  6.1849E-26  4.6491E+07  1.7496E+02  2.1590E-08  1.1026E-16  3.0692E-09  9.5438E+03  2.5769E-03  2.7489E-01  3.9522E-07  1.2523E-15  4.7821E-06  1.8022E+02  2.4918E-02  3.0193E+00  1.9635E+07  6.3706E-39  2.4419E+12  1.4720E+08  5.1266E-08  3.7692E+05  3.1344E+03  1.3891E-54  1.4205E-60  4.1854E-53  8.5582E-14  1.3140E+00  1.7613E+01  1.1860E-20  2.7575E-30  9.2652E-03  3.6842E-21  2.6139E-29  3.8358E-26  6.0858E-13  1.6079E-25  2.9204E-05  7.4504E+04  3.5842E+03  4.6055E-02  1.5697E+04  6.9728E-08  3.1361E+01  3.5272E-12  3.6106E-91  1.8020E-97  4.6906E-88  1.1226-178  2.7069E-88  1.7575E-88  6.9836E-88  1.3606-173  3.7409E-87
  5.9118E+06  4.2343E-01  1.0339E+03  5.0732E+12  3.1204E+01  1.9060E-01  9.2750E-31  2.6252E-71  1.0861E+01  1.2941E+01  3.4761E-01  2.2695E-01  1.3385E+01  1.3803E+01  1.0223E+02  5.0517E+05  8.3073E-16  1.2031E-12  6.4356E-26  4.8305E+07  1.7851E+02  2.2448E-08  1.1682E-16  3.3085E-09  9.9157E+03  2.6318E-03  2.8060E-01  4.1091E-07  1.3268E-15  5.1541E-06  1.8060E+02  2.4980E-02  3.0246E+00  2.0397E+07  6.4128E-39  2.5356E+12  1.5285E+08  5.1407E-08  3.7768E+05  3.2562E+03  1.4276E-54  1.4343E-60  4.1454E-53  9.0701E-14  1.3498E+00  1.8079E+01  1.2668E-20  3.0576E-30  9.5236E-03  3.7275E-21  2.5830E-29  3.9285E-26  6.2215E-13  1.8363E-25  2.9821E-05  7.8765E+04  3.8575E+03  4.7845E-02  1.6304E+04  7.5155E-08  3.3222E+01  3.6962E-12  3.8135E-91  1.8695E-97  4.9501E-88  1.1792-178  2.8491E-88  1.8497E-88  7.3498E-88  1.4509-173  3.8683E-87
  5.9854E+06  4.3971E-01  1.0339E+03  5.2680E+12  3.2444E+01  1.9819E-01  1.1171E-30  3.1875E-71  1.1694E+01  1.3443E+01  3.6795E-01  2.4020E-01  1.4157E+01  1.4607E+01  1.0813E+02  5.1557E+05  9.2832E-16  1.3441E-12  6.6963E-26  5.0188E+07  1.8213E+02  2.3340E-08  1.2377E-16  3.5665E-09  1.0302E+04  2.6878E-03  2.8642E-01  4.2721E-07  1.4057E-15  5.5550E-06  1.8098E+02  2.5042E-02  3.0299E+00  2.1188E+07  6.4545E-39  2.6330E+12  1.5871E+08  5.1548E-08  3.7842E+05  3.3826E+03  1.4671E-54  1.4483E-60  4.1059E-53  9.6126E-14  1.3866E+00  1.8560E+01  1.3532E-20  3.3907E-30  9.7902E-03  3.7718E-21  2.5524E-29  4.0235E-26  6.3603E-13  2.0971E-25  3.0451E-05  8.3270E+04  4.1516E+03  4.9704E-02  1.6934E+04  8.1003E-08  3.5194E+01  3.8737E-12  4.0276E-91  1.9395E-97  5.2238E-88  1.2385-178  2.9987E-88  1.9467E-88  7.7347E-88  1.5471-173  3.9999E-87
  6.0591E+06  4.5661E-01  1.0340E+03  5.4702E+12  3.3733E+01  2.0608E-01  1.3456E-30  3.8704E-71  1.2590E+01  1.3964E+01  3.8947E-01  2.5422E-01  1.4973E+01  1.5458E+01  1.1436E+02  5.2617E+05  1.0374E-15  1.5017E-12  6.9673E-26  5.2144E+07  1.8583E+02  2.4267E-08  1.3113E-16  3.8446E-09  1.0703E+04  2.7450E-03  2.9236E-01  4.4417E-07  1.4893E-15  5.9872E-06  1.8136E+02  2.5103E-02  3.0351E+00  2.2010E+07  6.4957E-39  2.7340E+12  1.6481E+08  5.1689E-08  3.7916E+05  3.5140E+03  1.5078E-54  1.4624E-60  4.0667E-53  1.0188E-13  1.4246E+00  1.9055E+01  1.4457E-20  3.7605E-30  1.0065E-02  3.8170E-21  2.5222E-29  4.1207E-26  6.5021E-13  2.3951E-25  3.1095E-05  8.8031E+04  4.4681E+03  5.1634E-02  1.7589E+04  8.7306E-08  3.7283E+01  4.0602E-12  4.2537E-91  2.0121E-97  5.5124E-88  1.3006-178  3.1560E-88  2.0486E-88  8.1394E-88  1.6494-173  4.1357E-87
  6.1327E+06  4.7416E-01  1.0340E+03  5.6801E+12  3.5073E+01  2.1428E-01  1.6207E-30  4.6995E-71  1.3554E+01  1.4506E+01  4.1225E-01  2.6906E-01  1.5835E+01  1.6358E+01  1.2095E+02  5.3698E+05  1.1592E-15  1.6778E-12  7.2490E-26  5.4176E+07  1.8960E+02  2.5231E-08  1.3893E-16  4.1444E-09  1.1119E+04  2.8033E-03  2.9843E-01  4.6179E-07  1.5778E-15  6.4530E-06  1.8174E+02  2.5164E-02  3.0403E+00  2.2863E+07  6.5364E-39  2.8390E+12  1.7113E+08  5.1829E-08  3.7989E+05  3.6503E+03  1.5495E-54  1.4766E-60  4.0278E-53  1.0797E-13  1.4638E+00  1.9566E+01  1.5447E-20  4.1711E-30  1.0349E-02  3.8631E-21  2.4923E-29  4.2203E-26  6.6471E-13  2.7354E-25  3.1752E-05  9.3065E+04  4.8086E+03  5.3639E-02  1.8268E+04  9.4099E-08  3.9495E+01  4.2561E-12  4.4923E-91  2.0873E-97  5.8167E-88  1.3658-178  3.3213E-88  2.1557E-88  8.5647E-88  1.7583-173  4.2759E-87
  6.2063E+06  4.9239E-01  1.0341E+03  5.8982E+12  3.6466E+01  2.2280E-01  1.9521E-30  5.7064E-71  1.4593E+01  1.5068E+01  4.3637E-01  2.8476E-01  1.6748E+01  1.7311E+01  1.2792E+02  5.4801E+05  1.2953E-15  1.8745E-12  7.5418E-26  5.6286E+07  1.9345E+02  2.6233E-08  1.4719E-16  4.4675E-09  1.1551E+04  2.8629E-03  3.0462E-01  4.8011E-07  1.6716E-15  6.9550E-06  1.8211E+02  2.5224E-02  3.0454E+00  2.3748E+07  6.5767E-39  2.9479E+12  1.7770E+08  5.1970E-08  3.8061E+05  3.7919E+03  1.5925E-54  1.4910E-60  3.9893E-53  1.1443E-13  1.5042E+00  2.0092E+01  1.6506E-20  4.6271E-30  1.0641E-02  3.9102E-21  2.4627E-29  4.3222E-26  6.7953E-13  3.1241E-25  3.2423E-05  9.8385E+04  5.1751E+03  5.5722E-02  1.8973E+04  1.0142E-07  4.1839E+01  4.4619E-12  4.7442E-91  2.1652E-97  6.1377E-88  1.4341-178  3.4951E-88  2.2683E-88  9.0116E-88  1.8741-173  4.4206E-87
  6.2799E+06  5.1131E-01  1.0341E+03  6.1246E+12  3.7914E+01  2.3166E-01  2.3514E-30  6.9290E-71  1.5710E+01  1.5652E+01  4.6189E-01  3.0138E-01  1.7713E+01  1.8319E+01  1.3529E+02  5.5926E+05  1.4474E-15  2.0942E-12  7.8462E-26  5.8477E+07  1.9738E+02  2.7275E-08  1.5595E-16  4.8159E-09  1.1999E+04  2.9236E-03  3.1094E-01  4.9915E-07  1.7710E-15  7.4960E-06  1.8248E+02  2.5283E-02  3.0504E+00  2.4667E+07  6.6165E-39  3.0611E+12  1.8452E+08  5.2110E-08  3.8132E+05  3.9389E+03  1.6366E-54  1.5055E-60  3.9511E-53  1.2127E-13  1.5458E+00  2.0634E+01  1.7641E-20  5.1335E-30  1.0943E-02  3.9583E-21  2.4334E-29  4.4266E-26  6.9468E-13  3.5681E-25  3.3108E-05  1.0401E+05  5.5694E+03  5.7884E-02  1.9705E+04  1.0931E-07  4.4322E+01  4.6781E-12  5.0100E-91  2.2460E-97  6.4761E-88  1.5058-178  3.6778E-88  2.3867E-88  9.4813E-88  1.9973-173  4.5699E-87
  6.3535E+06  5.3097E-01  1.0342E+03  6.3596E+12  3.9420E+01  2.4086E-01  2.8323E-30  8.4137E-71  1.6913E+01  1.6258E+01  4.8890E-01  3.1897E-01  1.8734E+01  1.9387E+01  1.4309E+02  5.7073E+05  1.6174E-15  2.3397E-12  8.1625E-26  6.0753E+07  2.0139E+02  2.8358E-08  1.6522E-16  5.1914E-09  1.2464E+04  2.9857E-03  3.1740E-01  5.1895E-07  1.8762E-15  8.0792E-06  1.8285E+02  2.5341E-02  3.0553E+00  2.5622E+07  6.6559E-39  3.1786E+12  1.9160E+08  5.2250E-08  3.8202E+05  4.0916E+03  1.6820E-54  1.5201E-60  3.9133E-53  1.2853E-13  1.5888E+00  2.1192E+01  1.8855E-20  5.6961E-30  1.1254E-02  4.0074E-21  2.4044E-29  4.5335E-26  7.1016E-13  4.0752E-25  3.3807E-05  1.0995E+05  5.9936E+03  6.0131E-02  2.0465E+04  1.1781E-07  4.6952E+01  4.9054E-12  5.2906E-91  2.3296E-97  6.8330E-88  1.5808-178  3.8698E-88  2.5111E-88  9.9749E-88  2.1284-173  4.7240E-87
  6.4271E+06  5.5188E-01  1.0341E+03  6.6102E+12  4.0980E+01  2.5059E-01  3.4411E-30  1.0175E-70  1.8284E+01  1.6892E+01  5.1794E-01  3.3796E-01  1.9855E+01  2.0542E+01  1.5166E+02  5.8184E+05  1.8179E-15  2.6300E-12  8.4784E-26  6.3179E+07  2.0518E+02  2.9451E-08  1.7493E-16  5.6094E-09  1.2958E+04  3.0426E-03  3.2328E-01  5.3896E-07  1.9865E-15  8.7304E-06  1.8276E+02  2.5346E-02  3.0543E+00  2.6641E+07  6.6760E-39  3.3038E+12  1.9915E+08  5.2159E-08  3.8223E+05  4.2550E+03  1.7066E-54  1.5117E-60  3.8179E-53  1.3607E-13  1.6283E+00  2.1726E+01  2.0072E-20  6.3043E-30  1.1540E-02  4.0203E-21  2.3511E-29  4.6076E-26  7.2264E-13  4.6639E-25  3.4417E-05  1.1653E+05  6.4792E+03  6.2461E-02  2.1280E+04  1.2724E-07  4.9707E+01  5.1225E-12  5.5946E-91  2.4148E-97  7.2285E-88  1.6644-178  4.0823E-88  2.6491E-88  1.0521E-87  2.2789-173  4.8850E-87
  6.5007E+06  5.7369E-01  1.0341E+03  6.8716E+12  4.2601E+01  2.6073E-01  4.1862E-30  1.2298E-70  1.9776E+01  1.7552E+01  5.4876E-01  3.5814E-01  2.1050E+01  2.1770E+01  1.6078E+02  5.9307E+05  2.0450E-15  2.9590E-12  8.8041E-26  6.5710E+07  2.0899E+02  3.0581E-08  1.8519E-16  6.0632E-09  1.3473E+04  3.0996E-03  3.2917E-01  5.5965E-07  2.1031E-15  9.4377E-06  1.8261E+02  2.5341E-02  3.0523E+00  2.7706E+07  6.6926E-39  3.4345E+12  2.0703E+08  5.2033E-08  3.8236E+05  4.4256E+03  1.7284E-54  1.5000E-60  3.7164E-53  1.4404E-13  1.6683E+00  2.2270E+01  2.1358E-20  6.9757E-30  1.1830E-02  4.0284E-21  2.2953E-29  4.6776E-26  7.3484E-13  5.3394E-25  3.5022E-05  1.2355E+05  7.0086E+03  6.4880E-02  2.2131E+04  1.3746E-07  5.2618E+01  5.3467E-12  5.9171E-91  2.5028E-97  7.6495E-88  1.7529-178  4.3078E-88  2.7957E-88  1.1099E-87  2.4413-173  5.0513E-87
  6.5743E+06  5.9637E-01  1.0341E+03  7.1434E+12  4.4286E+01  2.7129E-01  5.0928E-30  1.4863E-70  2.1391E+01  1.8237E+01  5.8142E-01  3.7953E-01  2.2317E+01  2.3072E+01  1.7046E+02  6.0450E+05  2.3005E-15  3.3290E-12  9.1419E-26  6.8341E+07  2.1287E+02  3.1753E-08  1.9606E-16  6.5536E-09  1.4008E+04  3.1576E-03  3.3516E-01  5.8113E-07  2.2265E-15  1.0202E-05  1.8245E+02  2.5336E-02  3.0503E+00  2.8812E+07  6.7086E-39  3.5703E+12  2.1522E+08  5.1906E-08  3.8248E+05  4.6030E+03  1.7505E-54  1.4883E-60  3.6176E-53  1.5247E-13  1.7095E+00  2.2830E+01  2.2730E-20  7.7200E-30  1.2128E-02  4.0370E-21  2.2409E-29  4.7485E-26  7.4724E-13  6.1128E-25  3.5637E-05  1.3098E+05  7.5812E+03  6.7393E-02  2.3016E+04  1.4849E-07  5.5700E+01  5.5814E-12  6.2580E-91  2.5939E-97  8.0947E-88  1.8460-178  4.5455E-88  2.9501E-88  1.1709E-87  2.6150-173  5.2229E-87
  6.6480E+06  6.1994E-01  1.0340E+03  7.4259E+12  4.6038E+01  2.8226E-01  6.1958E-30  1.7965E-70  2.3136E+01  1.8948E+01  6.1602E-01  4.0220E-01  2.3660E+01  2.4452E+01  1.8071E+02  6.1616E+05  2.5878E-15  3.7453E-12  9.4922E-26  7.1078E+07  2.1683E+02  3.2971E-08  2.0756E-16  7.0838E-09  1.4563E+04  3.2166E-03  3.4126E-01  6.0342E-07  2.3571E-15  1.1029E-05  1.8229E+02  2.5330E-02  3.0481E+00  2.9961E+07  6.7240E-39  3.7115E+12  2.2373E+08  5.1779E-08  3.8259E+05  4.7874E+03  1.7728E-54  1.4768E-60  3.5214E-53  1.6139E-13  1.7520E+00  2.3407E+01  2.4194E-20  8.5450E-30  1.2436E-02  4.0463E-21  2.1877E-29  4.8205E-26  7.5985E-13  6.9985E-25  3.6263E-05  1.3887E+05  8.2003E+03  7.0001E-02  2.3936E+04  1.6042E-07  5.8962E+01  5.8273E-12  6.6182E-91  2.6881E-97  8.5653E-88  1.9437-178  4.7958E-88  3.1129E-88  1.2351E-87  2.8005-173  5.3999E-87
  6.7216E+06  6.4444E-01  1.0340E+03  7.7196E+12  4.7858E+01  2.9368E-01  7.5379E-30  2.1714E-70  2.5023E+01  1.9686E+01  6.5267E-01  4.2622E-01  2.5084E+01  2.5915E+01  1.9158E+02  6.2803E+05  2.9110E-15  4.2136E-12  9.8553E-26  7.3923E+07  2.2086E+02  3.4235E-08  2.1973E-16  7.6569E-09  1.5140E+04  3.2768E-03  3.4748E-01  6.2657E-07  2.4953E-15  1.1923E-05  1.8213E+02  2.5324E-02  3.0458E+00  3.1156E+07  6.7390E-39  3.8583E+12  2.3257E+08  5.1651E-08  3.8269E+05  4.9791E+03  1.7955E-54  1.4653E-60  3.4277E-53  1.7084E-13  1.7957E+00  2.4001E+01  2.5756E-20  9.4599E-30  1.2753E-02  4.0562E-21  2.1358E-29  4.8936E-26  7.7266E-13  8.0128E-25  3.6900E-05  1.4722E+05  8.8697E+03  7.2710E-02  2.4893E+04  1.7330E-07  6.2415E+01  6.0849E-12  6.9989E-91  2.7856E-97  9.0629E-88  2.0464-178  5.0595E-88  3.2843E-88  1.3027E-87  2.9987-173  5.5824E-87
  6.7952E+06  6.6991E-01  1.0339E+03  8.0249E+12  4.9751E+01  3.0556E-01  9.1709E-30  2.6246E-70  2.7063E+01  2.0453E+01  6.9149E-01  4.5167E-01  2.6593E+01  2.7464E+01  2.0310E+02  6.4012E+05  3.2744E-15  4.7403E-12  1.0232E-25  7.6881E+07  2.2496E+02  3.5547E-08  2.3261E-16  8.2763E-09  1.5738E+04  3.3380E-03  3.5381E-01  6.5060E-07  2.6416E-15  1.2889E-05  1.8196E+02  2.5316E-02  3.0435E+00  3.2397E+07  6.7534E-39  4.0109E+12  2.4177E+08  5.1522E-08  3.8278E+05  5.1784E+03  1.8184E-54  1.4539E-60  3.3365E-53  1.8084E-13  1.8408E+00  2.4614E+01  2.7424E-20  1.0475E-29  1.3080E-02  4.0667E-21  2.0850E-29  4.9676E-26  7.8568E-13  9.1744E-25  3.7548E-05  1.5608E+05  9.5936E+03  7.5522E-02  2.5887E+04  1.8721E-07  6.6070E+01  6.3549E-12  7.4012E-91  2.8865E-97  9.5889E-88  2.1542-178  5.3374E-88  3.4649E-88  1.3739E-87  3.2104-173  5.7707E-87
  6.8688E+06  6.9639E-01  1.0339E+03  8.3422E+12  5.1720E+01  3.1791E-01  1.1158E-29  3.1724E-70  2.9268E+01  2.1250E+01  7.3262E-01  4.7864E-01  2.8192E+01  2.9107E+01  2.1531E+02  6.5244E+05  3.6831E-15  5.3326E-12  1.0622E-25  7.9957E+07  2.2914E+02  3.6908E-08  2.4624E-16  8.9458E-09  1.6360E+04  3.4004E-03  3.6025E-01  6.7553E-07  2.7964E-15  1.3933E-05  1.8179E+02  2.5308E-02  3.0410E+00  3.3687E+07  6.7675E-39  4.1695E+12  2.5133E+08  5.1392E-08  3.8287E+05  5.3856E+03  1.8417E-54  1.4426E-60  3.2477E-53  1.9143E-13  1.8873E+00  2.5246E+01  2.9204E-20  1.1600E-29  1.3418E-02  4.0779E-21  2.0355E-29  5.0427E-26  7.9891E-13  1.0505E-24  3.8207E-05  1.6547E+05  1.0376E+04  7.8441E-02  2.6921E+04  2.0224E-07  6.9939E+01  6.6379E-12  7.8264E-91  2.9909E-97  1.0145E-87  2.2675-178  5.6300E-88  3.6551E-88  1.4489E-87  3.4365-173  5.9648E-87
  6.9424E+06  7.2391E-01  1.0338E+03  8.6721E+12  5.3766E+01  3.3077E-01  1.3576E-29  3.8348E-70  3.1652E+01  2.2077E+01  7.7619E-01  5.0723E-01  2.9887E+01  3.0848E+01  2.2825E+02  6.6499E+05  4.1427E-15  5.9988E-12  1.1026E-25  8.3155E+07  2.3340E+02  3.8321E-08  2.6067E-16  9.6694E-09  1.7005E+04  3.4639E-03  3.6681E-01  7.0141E-07  2.9603E-15  1.5062E-05  1.8161E+02  2.5299E-02  3.0384E+00  3.5028E+07  6.7812E-39  4.3344E+12  2.6127E+08  5.1261E-08  3.8296E+05  5.6010E+03  1.8654E-54  1.4314E-60  3.1611E-53  2.0263E-13  1.9353E+00  2.5897E+01  3.1105E-20  1.2849E-29  1.3766E-02  4.0898E-21  1.9871E-29  5.1189E-26  8.1236E-13  1.2029E-24  3.8878E-05  1.7541E+05  1.1222E+04  8.1472E-02  2.7995E+04  2.1847E-07  7.4034E+01  6.9346E-12  8.2755E-91  3.0989E-97  1.0732E-87  2.3864-178  5.9381E-88  3.8555E-88  1.5278E-87  3.6778-173  6.1649E-87
