 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6           7
 
           z           T        n<H>         rho           p        wmix        tau n_H         n_Mg        n_Fe        n_Al        n_Ti        n_TIO       n_TIO2      n_TIS       n_SIO       n_SIO2      n_SIS       n_H2O       n_H2        n_H2S       n_MGO       n_MGOH      n_MG(OH)2   n_FEO       n_FES       n_FE(OH)2   n_ALOH      n_ALH       n_AL2O      n_ALS       n_ALO2H              pel
  1.9825E+07  1.2008E+03  3.8476E+15  8.7129E-09  3.7378E+02  1.2839E-10  0.0000E+00  2.1509E+10  8.3642E+07  2.1574E+08  6.7907E+04  9.8840E+00  1.0508E+05  1.3836E+05  2.1059E+03  2.2591E+08  2.3009E+01  6.0867E+07  4.2085E+11  1.9233E+15  5.2731E+10  9.5224E+00  1.8505E+05  2.1859E+01  4.1876E+01  5.2545E+03  9.9292E+01  1.2324E+07  4.7211E+03  1.8560E+04  3.9686E+04  3.4758E+04  2.9109E-08
  1.9898E+07  1.2069E+03  4.2341E+15  9.5881E-09  4.1345E+02  1.6029E-10  0.0000E+00  2.5207E+10  1.0164E+08  2.2948E+08  7.5253E+04  1.3509E+01  1.3158E+05  1.6376E+05  2.6525E+03  2.8317E+08  2.9541E+01  7.5698E+07  4.6319E+11  2.1165E+15  5.8008E+10  1.2192E+01  2.2250E+05  2.6274E+01  4.6352E+01  5.5399E+03  1.0332E+02  1.2565E+07  5.3156E+03  1.7445E+04  4.1750E+04  3.4953E+04  3.4310E-08
  1.9972E+07  1.2133E+03  4.6749E+15  1.0586E-08  4.5896E+02  2.0170E-10  0.0000E+00  2.9727E+10  1.2620E+08  2.4679E+08  8.3995E+04  1.8478E+01  1.6430E+05  1.9282E+05  3.3321E+03  3.6220E+08  3.8747E+01  9.6031E+07  5.1151E+11  2.3369E+15  6.4022E+10  1.5985E+01  2.7316E+05  3.2238E+01  5.1960E+01  5.9027E+03  1.0854E+02  1.2856E+07  6.0303E+03  1.6452E+04  4.4140E+04  3.5253E+04  4.0708E-08
  2.0045E+07  1.2208E+03  5.2205E+15  1.1822E-08  5.1571E+02  2.6066E-10  0.0000E+00  3.5897E+10  1.6465E+08  2.7443E+08  9.7493E+04  2.6083E+01  2.0873E+05  2.2890E+05  4.2626E+03  4.8742E+08  5.3684E+01  1.2798E+08  5.7135E+11  2.6096E+15  7.1453E+10  2.2214E+01  3.5110E+05  4.1329E+01  6.0622E+01  6.4934E+03  1.1702E+02  1.3466E+07  7.1172E+03  1.6065E+04  4.8114E+04  3.6325E+04  4.9508E-08
  2.0119E+07  1.2284E+03  5.8348E+15  1.3213E-08  5.8003E+02  3.3758E-10  0.0000E+00  4.3381E+10  2.1720E+08  3.0910E+08  1.1393E+05  3.5866E+01  2.5827E+05  2.6465E+05  5.3106E+03  6.6169E+08  7.5046E+01  1.7203E+08  6.3881E+11  2.9167E+15  7.9811E+10  3.1217E+01  4.5643E+05  5.3611E+01  7.1654E+01  7.2351E+03  1.2790E+02  1.4203E+07  8.4605E+03  1.5892E+04  5.2790E+04  3.7694E+04  6.0265E-08
  2.0193E+07  1.2373E+03  6.5876E+15  1.4918E-08  6.5956E+02  4.4786E-10  0.0000E+00  5.3765E+10  3.0191E+08  3.6338E+08  1.4026E+05  5.0094E+01  3.1952E+05  3.0286E+05  6.6203E+03  9.4833E+08  1.1127E+02  2.4368E+08  7.2159E+11  3.2930E+15  9.0026E+10  4.6676E+01  6.2188E+05  7.2636E+01  8.9050E+01  8.3990E+03  1.4432E+02  1.5492E+07  1.0587E+04  1.6622E+04  6.0431E+04  4.0354E+04  7.5327E-08
  2.0266E+07  1.2464E+03  7.4410E+15  1.6850E-08  7.5043E+02  5.9494E-10  0.0000E+00  6.6698E+10  4.2304E+08  4.3489E+08  1.7555E+05  6.7877E+01  3.8331E+05  3.3602E+05  8.0013E+03  1.3686E+09  1.6618E+02  3.4744E+08  8.1561E+11  3.7195E+15  1.0158E+11  7.0391E+01  8.5419E+05  9.9232E+01  1.1272E+02  9.9246E+03  1.6584E+02  1.7170E+07  1.3469E+04  1.7938E+04  7.0286E+04  4.3905E+04  9.4263E-08
  2.0340E+07  1.2562E+03  8.4228E+15  1.9073E-08  8.5611E+02  7.9498E-10  0.0000E+00  8.3742E+10  6.1002E+08  5.3482E+08  2.2667E+05  9.2099E+01  4.5662E+05  3.6826E+05  9.6034E+03  2.0342E+09  2.5634E+02  5.0948E+08  9.2409E+11  4.2103E+15  1.1481E+11  1.0984E+02  1.2022E+06  1.3845E+02  1.4722E+02  1.2037E+04  1.9412E+02  1.9408E+07  1.7641E+04  2.0075E+04  8.3876E+04  4.8667E+04  1.1948E-07
  2.0413E+07  1.2660E+03  9.4971E+15  2.1506E-08  9.7282E+02  1.0531E-09  0.0000E+00  1.0464E+11  8.7700E+08  6.6156E+08  2.9281E+05  1.2311E+02  5.3724E+05  3.9932E+05  1.1376E+04  3.0085E+09  3.9332E+02  7.4305E+08  1.0432E+12  4.7473E+15  1.2922E+11  1.7070E+02  1.6867E+06  1.9250E+02  1.9326E+02  1.4683E+04  2.2852E+02  2.1987E+07  2.3090E+04  2.2652E+04  1.0024E+05  5.4106E+04  1.5072E-07
  2.0487E+07  1.2758E+03  1.0642E+16  2.4099E-08  1.0985E+03  1.3758E-09  0.0000E+00  1.2995E+11  1.2555E+09  8.1996E+08  3.7627E+05  1.6244E+02  6.2563E+05  4.2939E+05  1.3326E+04  4.4207E+09  5.9948E+02  1.0761E+09  1.1708E+12  5.3196E+15  1.4449E+11  2.6389E+02  2.3538E+06  2.6588E+02  2.5403E+02  1.7944E+04  2.6900E+02  2.4798E+07  2.9997E+04  2.5484E+04  1.1928E+05  5.9932E+04  1.8897E-07
  2.0561E+07  1.2855E+03  1.1851E+16  2.6837E-08  1.2325E+03  1.7724E-09  0.0000E+00  1.6007E+11  1.7803E+09  1.0145E+09  4.7829E+05  2.1108E+02  7.2073E+05  4.5815E+05  1.5426E+04  6.4151E+09  9.0177E+02  1.5381E+09  1.3064E+12  5.9241E+15  1.6048E+11  4.0329E+02  3.2540E+06  3.6365E+02  3.3284E+02  2.1890E+04  3.1616E+02  2.7761E+07  3.8487E+04  2.8416E+04  1.4068E+05  6.5967E+04  2.3496E-07
  2.0634E+07  1.2949E+03  1.3124E+16  2.9719E-08  1.3749E+03  2.2543E-09  0.0000E+00  1.9569E+11  2.5023E+09  1.2539E+09  6.0247E+05  2.7089E+02  8.2346E+05  4.8625E+05  1.7687E+04  9.1974E+09  1.3396E+03  2.1705E+09  1.4503E+12  6.5602E+15  1.7714E+11  6.0986E+02  4.4598E+06  4.9300E+02  4.3514E+02  2.6672E+04  3.7141E+02  3.0899E+07  4.8861E+04  3.1487E+04  1.6468E+05  7.2274E+04  2.8992E-07
  2.0708E+07  1.3041E+03  1.4425E+16  3.2666E-08  1.5219E+03  2.8185E-09  0.0000E+00  2.3650E+11  3.4615E+09  1.5389E+09  7.4571E+05  3.4049E+02  9.2761E+05  5.1112E+05  1.9964E+04  1.2924E+10  1.9482E+03  3.0002E+09  1.5989E+12  7.2107E+15  1.9398E+11  9.0482E+02  6.0214E+06  6.5857E+02  5.6359E+02  3.2272E+04  4.3410E+02  3.4000E+07  6.0865E+04  3.4346E+04  1.9001E+05  7.8400E+04  3.5353E-07
  2.0781E+07  1.3129E+03  1.5761E+16  3.5691E-08  1.6740E+03  3.4757E-09  0.0000E+00  2.8315E+11  4.7261E+09  1.8802E+09  9.1216E+05  4.2179E+02  1.0357E+06  5.3460E+05  2.2301E+04  1.7854E+10  2.7833E+03  4.0739E+09  1.7532E+12  7.8784E+15  2.1102E+11  1.3218E+03  8.0323E+06  8.6959E+02  7.2549E+02  3.8870E+04  5.0618E+02  3.7166E+07  7.4841E+04  3.7181E+04  2.1717E+05  8.4606E+04  4.2696E-07
  2.0855E+07  1.3213E+03  1.7117E+16  3.8760E-08  1.8296E+03  4.2264E-09  0.0000E+00  3.3537E+11  6.3501E+09  2.2805E+09  1.0992E+06  5.1361E+02  1.1444E+06  5.5586E+05  2.4612E+04  2.4157E+10  3.8906E+03  5.4146E+09  1.9120E+12  8.5560E+15  2.2805E+11  1.8945E+03  1.0562E+07  1.1330E+03  9.2506E+02  4.6475E+04  5.8793E+02  4.0294E+07  9.0587E+04  3.9825E+04  2.4527E+05  9.0700E+04  5.0993E-07
  2.0929E+07  1.3292E+03  1.8427E+16  4.1727E-08  1.9813E+03  5.0360E-09  0.0000E+00  3.9150E+11  8.3482E+09  2.7320E+09  1.2972E+06  6.1081E+02  1.2456E+06  5.7255E+05  2.6714E+04  3.1833E+10  5.2878E+03  7.0067E+09  2.0681E+12  9.2109E+15  2.4419E+11  2.6456E+03  1.3609E+07  1.4472E+03  1.1614E+03  5.4901E+04  6.7653E+02  4.3134E+07  1.0723E+05  4.1949E+04  2.7246E+05  9.6177E+04  5.9992E-07
  2.1002E+07  1.3370E+03  1.9837E+16  4.4921E-08  2.1456E+03  6.0006E-09  0.0000E+00  4.5640E+11  1.0954E+10  3.2831E+09  1.5360E+06  7.2849E+02  1.3621E+06  5.9349E+05  2.9085E+04  4.1716E+10  7.1509E+03  9.0030E+09  2.2387E+12  9.9159E+15  2.6127E+11  3.6880E+03  1.7530E+07  1.8507E+03  1.4632E+03  6.5017E+04  7.8347E+02  4.6442E+07  1.2740E+05  4.4665E+04  3.0362E+05  1.0268E+05  7.0484E-07
  2.1076E+07  1.3439E+03  2.1062E+16  4.7695E-08  2.2897E+03  6.9233E-09  0.0000E+00  5.2038E+11  1.3902E+10  3.8543E+09  1.7533E+06  8.3450E+02  1.4484E+06  6.0297E+05  3.0753E+04  5.2574E+10  9.2711E+03  1.1133E+10  2.3907E+12  1.0528E+16  2.7568E+11  4.9382E+03  2.1869E+07  2.2919E+03  1.7914E+03  7.5295E+04  8.8870E+02  4.8755E+07  1.4555E+05  4.5864E+04  3.2847E+05  1.0711E+05  8.0919E-07
  2.1150E+07  1.3508E+03  2.2355E+16  5.0623E-08  2.4427E+03  7.9817E-09  0.0000E+00  5.9244E+11  1.7591E+10  4.5334E+09  2.0079E+06  9.5870E+02  1.5476E+06  6.1646E+05  3.2620E+04  6.5911E+10  1.1963E+04  1.3676E+10  2.5541E+12  1.1174E+16  2.9059E+11  6.5935E+03  2.7238E+07  2.8372E+03  2.1982E+03  8.7312E+04  1.0128E+03  5.1466E+07  1.6686E+05  4.7597E+04  3.5651E+05  1.1246E+05  9.2756E-07
  2.1223E+07  1.3576E+03  2.3687E+16  5.3640E-08  2.6012E+03  9.1661E-09  0.0000E+00  6.7214E+11  2.2123E+10  5.3264E+09  2.2948E+06  1.0984E+03  1.6536E+06  6.3162E+05  3.4552E+04  8.1913E+10  1.5306E+04  1.6634E+10  2.7262E+12  1.1840E+16  3.0560E+11  8.7458E+03  3.3761E+07  3.4991E+03  2.6938E+03  1.0109E+05  1.1560E+03  5.4381E+07  1.9089E+05  4.9542E+04  3.8637E+05  1.1832E+05  1.0595E-06
  2.1297E+07  1.3636E+03  2.4835E+16  5.6240E-08  2.7394E+03  1.0271E-08  0.0000E+00  7.5030E+11  2.7160E+10  6.1526E+09  2.5545E+06  1.2223E+03  1.7315E+06  6.3783E+05  3.5833E+04  9.8944E+10  1.8991E+04  1.9674E+10  2.8798E+12  1.2414E+16  3.1801E+11  1.1268E+04  4.0877E+07  4.2137E+03  3.2335E+03  1.1518E+05  1.2989E+03  5.6407E+07  2.1225E+05  5.0238E+04  4.0994E+05  1.2239E+05  1.1899E-06
  2.1370E+07  1.3697E+03  2.6039E+16  5.8966E-08  2.8848E+03  1.1509E-08  0.0000E+00  8.3691E+11  3.3291E+10  7.1181E+09  2.8532E+06  1.3646E+03  1.8214E+06  6.4786E+05  3.7280E+04  1.1905E+11  2.3486E+04  2.3148E+10  3.0446E+12  1.3016E+16  3.3073E+11  1.4502E+04  4.9475E+07  5.0784E+03  3.8895E+03  1.3135E+05  1.4654E+03  5.8809E+07  2.3685E+05  5.1426E+04  4.3633E+05  1.2737E+05  1.3353E-06
  2.1444E+07  1.3758E+03  2.7301E+16  6.1824E-08  3.0380E+03  1.2897E-08  0.0000E+00  9.3281E+11  4.0754E+10  8.2455E+09  3.1944E+06  1.5267E+03  1.9230E+06  6.6123E+05  3.8870E+04  1.4260E+11  2.8938E+04  2.7080E+10  3.2215E+12  1.3647E+16  3.4377E+11  1.8648E+04  5.9878E+07  6.1274E+03  4.6870E+03  1.4991E+05  1.6596E+03  6.1565E+07  2.6499E+05  5.3033E+04  4.6541E+05  1.3321E+05  1.4973E-06
  2.1518E+07  1.3813E+03  2.8358E+16  6.4216E-08  3.1680E+03  1.4142E-08  0.0000E+00  1.0263E+12  4.8991E+10  9.4272E+09  3.4973E+06  1.6659E+03  1.9934E+06  6.6558E+05  3.9768E+04  1.6707E+11  3.4815E+04  3.0996E+10  3.3775E+12  1.4175E+16  3.5402E+11  2.3462E+04  7.1155E+07  7.2522E+03  5.5592E+03  1.6898E+05  1.8544E+03  6.3360E+07  2.8925E+05  5.3365E+04  4.8738E+05  1.3714E+05  1.6565E-06
  2.1591E+07  1.3868E+03  2.9426E+16  6.6635E-08  3.3001E+03  1.5472E-08  0.0000E+00  1.1270E+12  5.8701E+10  1.0773E+10  3.8299E+06  1.8176E+03  2.0699E+06  6.7205E+05  4.0707E+04  1.9466E+11  4.1674E+04  3.5251E+10  3.5401E+12  1.4708E+16  3.6407E+11  2.9422E+04  8.4360E+07  8.5707E+03  6.5920E+03  1.9034E+05  2.0752E+03  6.5347E+07  3.1579E+05  5.3947E+04  5.1066E+05  1.4161E+05  1.8291E-06
  2.1665E+07  1.3922E+03  3.0534E+16  6.9145E-08  3.4378E+03  1.6928E-08  0.0000E+00  1.2369E+12  7.0244E+10  1.2323E+10  4.2032E+06  1.9871E+03  2.1563E+06  6.8154E+05  4.1757E+04  2.2593E+11  4.9722E+04  3.9889E+10  3.7133E+12  1.5262E+16  3.7427E+11  3.6867E+04  9.9995E+07  1.0138E+04  7.8286E+03  2.1454E+05  2.3296E+03  6.7642E+07  3.4557E+05  5.4892E+04  5.3616E+05  1.4688E+05  2.0184E-06
  2.1738E+07  1.3976E+03  3.1613E+16  7.1587E-08  3.5727E+03  1.8424E-08  0.0000E+00  1.3533E+12  8.3704E+10  1.4072E+10  4.5957E+06  2.1624E+03  2.2410E+06  6.9065E+05  4.2689E+04  2.6028E+11  5.8897E+04  4.4769E+10  3.8888E+12  1.5801E+16  3.8381E+11  4.5990E+04  1.1810E+08  1.1952E+04  9.2806E+03  2.4137E+05  2.6136E+03  6.9884E+07  3.7652E+05  5.5735E+04  5.6122E+05  1.5219E+05  2.2203E-06
  2.1812E+07  1.4027E+03  3.2548E+16  7.3706E-08  3.6917E+03  1.9801E-08  0.0000E+00  1.4708E+12  9.8867E+10  1.5980E+10  4.9683E+06  2.3224E+03  2.3068E+06  6.9490E+05  4.3190E+04  2.9634E+11  6.8927E+04  4.9647E+10  4.0521E+12  1.6269E+16  3.9140E+11  5.6790E+04  1.3822E+08  1.3955E+04  1.0931E+04  2.7012E+05  2.9147E+03  7.1556E+07  4.0496E+05  5.5876E+04  5.8188E+05  1.5644E+05  2.4255E-06
  2.1886E+07  1.4078E+03  3.3512E+16  7.5887E-08  3.8146E+03  2.1280E-08  0.0000E+00  1.5977E+12  1.1662E+11  1.8160E+10  5.3817E+06  2.4989E+03  2.3816E+06  7.0197E+05  4.3787E+04  3.3615E+11  8.0415E+04  5.4803E+10  4.2253E+12  1.6750E+16  3.9907E+11  7.0066E+04  1.6171E+08  1.6304E+04  1.2892E+04  3.0248E+05  3.2595E+03  7.3507E+07  4.3647E+05  5.6345E+04  6.0450E+05  1.6147E+05  2.6484E-06
  2.1959E+07  1.4129E+03  3.4504E+16  7.8134E-08  3.9416E+03  2.2870E-08  0.0000E+00  1.7348E+12  1.3739E+11  2.0655E+10  5.8386E+06  2.6929E+03  2.4652E+06  7.1163E+05  4.4472E+04  3.7980E+11  9.3502E+04  6.0210E+10  4.4090E+12  1.7246E+16  4.0686E+11  8.6382E+04  1.8914E+08  1.9061E+04  1.5225E+04  3.3899E+05  3.6553E+03  7.5729E+07  4.7125E+05  5.7105E+04  6.2910E+05  1.6726E+05  2.8903E-06
  2.2033E+07  1.4179E+03  3.5435E+16  8.0244E-08  4.0620E+03  2.4436E-08  0.0000E+00  1.8767E+12  1.6103E+11  2.3429E+10  6.3019E+06  2.8849E+03  2.5428E+06  7.2009E+05  4.4988E+04  4.2568E+11  1.0784E+05  6.5612E+10  4.5911E+12  1.7712E+16  4.1381E+11  1.0588E+05  2.2019E+08  2.2185E+04  1.7926E+04  3.7900E+05  4.0918E+03  7.7777E+07  5.0589E+05  5.7644E+04  6.5218E+05  1.7285E+05  3.1424E-06
  2.2106E+07  1.4226E+03  3.6265E+16  8.2122E-08  4.1707E+03  2.5897E-08  0.0000E+00  2.0204E+12  1.8738E+11  2.6465E+10  6.7530E+06  3.0653E+03  2.6083E+06  7.2591E+05  4.5257E+04  4.7226E+11  1.2307E+05  7.0802E+10  4.7652E+12  1.8126E+16  4.1959E+11  1.2868E+05  2.5453E+08  2.5632E+04  2.0997E+04  4.2222E+05  4.5621E+03  7.9473E+07  5.3871E+05  5.7794E+04  6.7248E+05  1.7783E+05  3.3993E-06
  2.2180E+07  1.4274E+03  3.7114E+16  8.4045E-08  4.2823E+03  2.7447E-08  0.0000E+00  2.1742E+12  2.1774E+11  2.9913E+10  7.2472E+06  3.2616E+03  2.6819E+06  7.3416E+05  4.5612E+04  5.2220E+11  1.4005E+05  7.6109E+10  4.9489E+12  1.8551E+16  4.2549E+11  1.5625E+05  2.9405E+08  2.9624E+04  2.4624E+04  4.7074E+05  5.0985E+03  8.1419E+07  5.7459E+05  5.8213E+04  6.9465E+05  1.8356E+05  3.6756E-06
  2.2254E+07  1.4322E+03  3.7983E+16  8.6012E-08  4.3969E+03  2.9088E-08  0.0000E+00  2.3387E+12  2.5269E+11  3.3835E+10  7.7878E+06  3.4750E+03  2.7636E+06  7.4475E+05  4.6052E+04  5.7538E+11  1.5889E+05  8.1496E+10  5.1428E+12  1.8985E+16  4.3156E+11  1.8956E+05  3.3956E+08  3.4249E+04  2.8910E+04  5.2534E+05  5.7117E+03  8.3614E+07  6.1373E+05  5.8883E+04  7.1878E+05  1.9005E+05  3.9728E-06
  2.2327E+07  1.4367E+03  3.8818E+16  8.7902E-08  4.5076E+03  3.0723E-08  0.0000E+00  2.5066E+12  2.9145E+11  3.8131E+10  8.3386E+06  3.6894E+03  2.8440E+06  7.5547E+05  4.6470E+04  6.2829E+11  1.7850E+05  8.6582E+10  5.3359E+12  1.9402E+16  4.3745E+11  2.2819E+05  3.8997E+08  3.9393E+04  3.3777E+04  5.8471E+05  6.3836E+03  8.5781E+07  6.5327E+05  5.9542E+04  7.4268E+05  1.9661E+05  4.2775E-06
  2.2401E+07  1.4409E+03  3.9576E+16  8.9621E-08  4.6089E+03  3.2262E-08  0.0000E+00  2.6708E+12  3.2883E+11  4.2657E+10  8.8716E+06  3.8935E+03  2.9154E+06  7.6400E+05  4.6821E+04  6.7756E+11  1.9754E+05  9.1117E+10  5.5146E+12  1.9781E+16  4.4287E+11  2.6772E+05  4.3795E+08  4.4275E+04  3.9047E+04  6.4695E+05  7.0775E+03  8.7685E+07  6.9104E+05  6.0023E+04  7.6503E+05  2.0246E+05  4.5773E-06
  2.2475E+07  1.4452E+03  4.0350E+16  9.1372E-08  4.7124E+03  3.3879E-08  0.0000E+00  2.8450E+12  3.7501E+11  4.7744E+10  9.4431E+06  4.1101E+03  2.9941E+06  7.7516E+05  4.7209E+04  7.2975E+11  2.1860E+05  9.5666E+10  5.7067E+12  2.0167E+16  4.4845E+11  3.1785E+05  4.9789E+08  5.0446E+04  4.5217E+04  7.1635E+05  7.8740E+03  8.9823E+07  7.3140E+05  6.0688E+04  7.8870E+05  2.0921E+05  4.8966E-06
  2.2548E+07  1.4494E+03  4.1139E+16  9.3158E-08  4.8183E+03  3.5576E-08  0.0000E+00  3.0296E+12  4.2700E+11  5.3467E+10  1.0061E+07  4.3429E+03  3.0803E+06  7.8842E+05  4.7667E+04  7.8445E+11  2.4156E+05  1.0022E+11  5.9087E+12  2.0561E+16  4.5422E+11  3.7692E+05  5.6553E+08  5.7466E+04  5.2414E+04  7.9384E+05  8.7778E+03  9.2190E+07  7.7496E+05  6.1563E+04  8.1422E+05  2.1673E+05  5.2365E-06
  2.2622E+07  1.4536E+03  4.1927E+16  9.4945E-08  4.9245E+03  3.7324E-08  0.0000E+00  3.2214E+12  4.8458E+11  5.9815E+10  1.0715E+07  4.5870E+03  3.1715E+06  8.0324E+05  4.8180E+04  8.3991E+11  2.6584E+05  1.0461E+11  6.1168E+12  2.0955E+16  4.6012E+11  4.4530E+05  6.4066E+08  6.5328E+04  6.0678E+04  8.7936E+05  9.7888E+03  9.4716E+07  8.2085E+05  6.2592E+04  8.4108E+05  2.2482E+05  5.5914E-06
  2.2695E+07  1.4573E+03  4.2650E+16  9.6581E-08  5.0219E+03  3.8968E-08  0.0000E+00  3.4038E+12  5.4360E+11  6.6351E+10  1.1332E+07  4.8155E+03  3.2550E+06  8.1680E+05  4.8661E+04  8.8906E+11  2.8848E+05  1.0830E+11  6.3114E+12  2.1317E+16  4.6586E+11  5.1798E+05  7.1776E+08  7.3437E+04  6.9420E+04  9.6754E+05  1.0833E+04  9.7031E+07  8.6402E+05  6.3500E+04  8.6624E+05  2.3237E+05  5.9302E-06
  2.2769E+07  1.4610E+03  4.3385E+16  9.8246E-08  5.1213E+03  4.0684E-08  0.0000E+00  3.5956E+12  6.0836E+11  7.3630E+10  1.1995E+07  5.0590E+03  3.3456E+06  8.3238E+05  4.9193E+04  9.4091E+11  3.1316E+05  1.1204E+11  6.5160E+12  2.1684E+16  4.7168E+11  6.0139E+05  8.0279E+08  8.2472E+04  7.9490E+04  1.0650E+06  1.2011E+04  9.9563E+07  9.1021E+05  6.4594E+04  8.9298E+05  2.4071E+05  6.2880E-06
  2.2843E+07  1.4648E+03  4.4133E+16  9.9940E-08  5.2226E+03  4.2476E-08  0.0000E+00  3.7973E+12  6.7935E+11  8.1755E+10  1.2707E+07  5.3190E+03  3.4438E+06  8.5011E+05  4.9782E+04  9.9536E+11  3.3997E+05  1.1581E+11  6.7307E+12  2.2058E+16  4.7764E+11  6.9699E+05  8.9653E+08  9.2538E+04  9.1117E+04  1.1732E+06  1.3342E+04  1.0233E+08  9.5975E+05  6.5890E+04  9.2152E+05  2.4990E+05  6.6659E-06
  2.2916E+07  1.4685E+03  4.4894E+16  1.0166E-07  5.3259E+03  4.4347E-08  0.0000E+00  4.0095E+12  7.5704E+11  9.0848E+10  1.3473E+07  5.5971E+03  3.5506E+06  8.7012E+05  5.0438E+04  1.0523E+12  3.6903E+05  1.1959E+11  6.9562E+12  2.2438E+16  4.8373E+11  8.0643E+05  9.9975E+08  1.0375E+05  1.0457E+05  1.2936E+06  1.4852E+04  1.0536E+08  1.0130E+06  6.7408E+04  9.5207E+05  2.6003E+05  7.0648E-06
  2.2990E+07  1.4719E+03  4.5612E+16  1.0329E-07  5.4230E+03  4.6145E-08  0.0000E+00  4.2103E+12  8.3478E+11  1.0021E+11  1.4215E+07  5.8669E+03  3.6544E+06  8.8983E+05  5.1147E+04  1.1021E+12  3.9572E+05  1.2273E+11  7.1685E+12  2.2796E+16  4.8990E+11  9.1966E+05  1.1035E+09  1.1510E+05  1.1873E+05  1.4181E+06  1.6419E+04  1.0831E+08  1.0647E+06  6.8975E+04  9.8224E+05  2.6988E+05  7.4439E-06
  2.3063E+07  1.4751E+03  4.6325E+16  1.0490E-07  5.5196E+03  4.7972E-08  0.0000E+00  4.4141E+12  9.1575E+11  1.1035E+11  1.4986E+07  6.1463E+03  3.7631E+06  9.1098E+05  5.1901E+04  1.1525E+12  4.2350E+05  1.2580E+11  7.3840E+12  2.3153E+16  4.9607E+11  1.0425E+06  1.2123E+09  1.2714E+05  1.3449E+05  1.5523E+06  1.8137E+04  1.1142E+08  1.1185E+06  7.0701E+04  1.0134E+06  2.8030E+05  7.8298E-06
  2.3137E+07  1.4784E+03  4.7050E+16  1.0654E-07  5.6179E+03  4.9872E-08  0.0000E+00  4.6269E+12  1.0019E+12  1.2160E+11  1.5814E+07  6.4446E+03  3.8806E+06  9.3443E+05  5.2717E+04  1.2058E+12  4.5365E+05  1.2897E+11  7.6091E+12  2.3515E+16  5.0228E+11  1.1790E+06  1.3289E+09  1.4019E+05  1.5250E+05  1.7003E+06  2.0070E+04  1.1480E+08  1.1761E+06  7.2667E+04  1.0466E+06  2.9169E+05  8.2343E-06
  2.3211E+07  1.4816E+03  4.7786E+16  1.0821E-07  5.7179E+03  5.1846E-08  0.0000E+00  4.8492E+12  1.0935E+12  1.3412E+11  1.6706E+07  6.7649E+03  4.0079E+06  9.6038E+05  5.3610E+04  1.2618E+12  4.8617E+05  1.3219E+11  7.8437E+12  2.3882E+16  5.0858E+11  1.3305E+06  1.4538E+09  1.5435E+05  1.7312E+05  1.8642E+06  2.2247E+04  1.1847E+08  1.2382E+06  7.4911E+04  1.0821E+06  3.0416E+05  8.6582E-06
  2.3284E+07  1.4847E+03  4.8522E+16  1.0988E-07  5.8178E+03  5.3859E-08  0.0000E+00  5.0723E+12  1.1874E+12  1.4766E+11  1.7643E+07  7.1021E+03  4.1435E+06  9.8831E+05  5.4624E+04  1.3161E+12  5.1881E+05  1.3522E+11  8.0785E+12  2.4250E+16  5.1506E+11  1.4917E+06  1.5827E+09  1.6911E+05  1.9593E+05  2.0413E+06  2.4627E+04  1.2239E+08  1.3036E+06  7.7464E+04  1.1200E+06  3.1737E+05  9.0850E-06
  2.3358E+07  1.4875E+03  4.9236E+16  1.1150E-07  5.9140E+03  5.5839E-08  0.0000E+00  5.2802E+12  1.2762E+12  1.6145E+11  1.8573E+07  7.4423E+03  4.2819E+06  1.0168E+06  5.5785E+04  1.3629E+12  5.4794E+05  1.3778E+11  8.2974E+12  2.4607E+16  5.2175E+11  1.6484E+06  1.7054E+09  1.8328E+05  2.1941E+05  2.2228E+06  2.7067E+04  1.2640E+08  1.3694E+06  8.0290E+04  1.1590E+06  3.3052E+05  9.4836E-06
  2.3431E+07  1.4903E+03  4.9961E+16  1.1314E-07  6.0119E+03  5.7892E-08  0.0000E+00  5.4960E+12  1.3677E+12  1.7665E+11  1.9574E+07  7.8074E+03  4.4311E+06  1.0478E+06  5.7029E+04  1.4129E+12  5.7941E+05  1.4049E+11  8.5237E+12  2.4969E+16  5.2843E+11  1.8164E+06  1.8326E+09  1.9814E+05  2.4590E+05  2.4215E+06  2.9783E+04  1.3072E+08  1.4403E+06  8.3445E+04  1.2005E+06  3.4477E+05  9.8986E-06
  2.3505E+07  1.4930E+03  5.0697E+16  1.1480E-07  6.1114E+03  6.0020E-08  0.0000E+00  5.7199E+12  1.4622E+12  1.9345E+11  2.0657E+07  8.2017E+03  4.5924E+06  1.0815E+06  5.8381E+04  1.4653E+12  6.1298E+05  1.4330E+11  8.7567E+12  2.5336E+16  5.3515E+11  1.9966E+06  1.9647E+09  2.1373E+05  2.7584E+05  2.6401E+06  3.2809E+04  1.3541E+08  1.5169E+06  8.6993E+04  1.2451E+06  3.6024E+05  1.0330E-05
