    K,   J,  wlos(J),   WLSTEP(J),   Y
   49   772   1837.83      0.92      0.00
   49   773   1838.75      0.92      0.00
   49   774   1839.67      0.92      0.00
   49   775   1840.59      0.92      0.00
   49   776   1841.51      0.92      0.00
   49   777   1842.43      0.92      0.00
   49   778   1843.35      0.92      0.00
   49   779   1844.27      0.92      0.00
   49   780   1845.19      0.92      0.00
   49   781   1846.12      0.92      0.00
   49   782   1847.04      0.92      0.00
   49   783   1847.96      0.92      0.00
   49   784   1848.89      0.92      0.00
   49   785   1849.81      0.92      0.00
   49   786   1850.74      0.93      0.00
   49   787   1851.66      0.93      0.00
   49   788   1852.59      0.93      0.00
   49   789   1853.51      0.93      0.00
   49   790   1854.44      0.93      0.00
   49   791   1855.37      0.93      0.00
   49   792   1856.30      0.93      0.00
   49   793   1857.23      0.93      0.00
   49   794   1858.15      0.93      0.00
   49   795   1859.08      0.93      0.00
   49   796   1860.01      0.93      0.00
   49   797   1860.94      0.93      0.00
   49   798   1861.87      0.93      0.00
   49   799   1862.80      0.93      0.00
   49   800   1863.74      0.93      0.00
   49   801   1864.67      0.93      0.00
   49   802   1865.60      0.93      0.00
   49   803   1866.53      0.93      0.00
   49   804   1867.47      0.93      0.00
   49   805   1868.40      0.93      0.00
   49   806   1869.34      0.93      0.00
   49   807   1870.27      0.94      0.00
   49   808   1871.21      0.94      0.00
   49   809   1872.14      0.94      0.00
   49   810   1873.08      0.94      0.00
   49   811   1874.02      0.94      0.00
   49   812   1874.95      0.94      0.00
   49   813   1875.89      0.94      0.00
   49   814   1876.83      0.94      0.00
   49   815   1877.77      0.94      0.00
   49   816   1878.71      0.94      0.00
   49   817   1879.65      0.94      0.00
   49   818   1880.59      0.94      0.00
   49   819   1881.53      0.94      0.00
   49   820   1882.47      0.94      0.00
   49   821   1883.41      0.94      0.00
   49   822   1884.35      0.94      0.00
   49   823   1885.29      0.94      0.00
   49   824   1886.24      0.94      0.00
   49   825   1887.18      0.94      0.00
   49   826   1888.12      0.94      0.00
   49   827   1889.07      0.94      0.00
   49   828   1890.01      0.94      0.00
   49   829   1890.96      0.95      0.00
   49   830   1891.90      0.95      0.00
   49   831   1892.85      0.95      0.00
   49   832   1893.80      0.95      0.00
   49   833   1894.74      0.95      0.00
   49   834   1895.69      0.95      0.00
   49   835   1896.64      0.95      0.00
   49   836   1897.59      0.95      0.00
   49   837   1898.54      0.95      0.00
   49   838   1899.49      0.95      0.00
   49   839   1900.44      0.95      0.00
   49   840   1901.39      0.95      0.00
   49   841   1902.34      0.95      0.00
   49   842   1903.29      0.95      0.00
   49   843   1904.24      0.95      0.00
   49   844   1905.19      0.95      0.00
   49   845   1906.14      0.95      0.00
   49   846   1907.10      0.95      0.00
   49   847   1908.05      0.95      0.00
   49   848   1909.01      0.95      0.00
   49   849   1909.96      0.95      0.00
   49   850   1910.92      0.96      0.00
   49   851   1911.87      0.96      0.00
   49   852   1912.83      0.96      0.00
   49   853   1913.78      0.96      0.00
   49   854   1914.74      0.96      0.00
   49   855   1915.70      0.96      0.00
   49   856   1916.66      0.96      0.00
   49   857   1917.62      0.96      0.00
   49   858   1918.57      0.96      0.00
   49   859   1919.53      0.96      0.00
   49   860   1920.49      0.96      0.00
   49   861   1921.45      0.96      0.00
   49   862   1922.42      0.96      0.00
   49   863   1923.38      0.96      0.00
   49   864   1924.34      0.96      0.00
   49   865   1925.30      0.96      0.00
   49   866   1926.26      0.96      0.00
   49   867   1927.23      0.96      0.00
   49   868   1928.19      0.96      0.00
   49   869   1929.16      0.96      0.00
   49   870   1930.12      0.97      0.00
   49   871   1931.09      0.97      0.00
   49   872   1932.05      0.97      0.00
   49   873   1933.02      0.97      0.00
   49   874   1933.98      0.97      0.00
   49   875   1934.95      0.97      0.00
   49   876   1935.92      0.97      0.00
   49   877   1936.89      0.97      0.00
   49   878   1937.86      0.97      0.00
   49   879   1938.83      0.97      0.00
   49   880   1939.80      0.97      0.00
   49   881   1940.77      0.97      0.00
   49   882   1941.74      0.97      0.00
   49   883   1942.71      0.97      0.00
   49   884   1943.68      0.97      0.00
   49   885   1944.65      0.97      0.00
   49   886   1945.62      0.97      0.00
   49   887   1946.60      0.97      0.00
   49   888   1947.57      0.97      0.00
   49   889   1948.54      0.97      0.00
   49   890   1949.52      0.97      0.00
   49   891   1950.49      0.98      0.00
   49   892   1951.47      0.98      0.00
   49   893   1952.44      0.98      0.00
   49   894   1953.42      0.98      0.00
   49   895   1954.40      0.98      0.00
   49   896   1955.38      0.98      0.00
   49   897   1956.35      0.98      0.00
   49   898   1957.33      0.98      0.00
   49   899   1958.31      0.98      0.00
   49   900   1959.29      0.98      0.00
   49   901   1960.27      0.98      0.00
   49   902   1961.25      0.98      0.00
   49   903   1962.23      0.98      0.00
   49   904   1963.21      0.98      0.00
   49   905   1964.19      0.98      0.00
   49   906   1965.18      0.98      0.00
   49   907   1966.16      0.98      0.00
   49   908   1967.14      0.98      0.00
   49   909   1968.13      0.98      0.00
   49   910   1969.11      0.98      0.00
   49   911   1970.10      0.99      0.00
   49   912   1971.08      0.99      0.00
   49   913   1972.07      0.99      0.00
   49   914   1973.05      0.99      0.00
   49   915   1974.04      0.99      0.00
   49   916   1975.03      0.99      0.00
   49   917   1976.01      0.99      0.00
   49   918   1977.00      0.99      0.00
   49   919   1977.99      0.99      0.00
   49   920   1978.98      0.99      0.00
   49   921   1979.97      0.99      0.00
   49   922   1980.96      0.99      0.00
   49   923   1981.95      0.99      0.00
   49   924   1982.94      0.99      0.00
   49   925   1983.93      0.99      0.00
   49   926   1984.93      0.99      0.00
   49   927   1985.92      0.99      0.00
   49   928   1986.91      0.99      0.00
   49   929   1987.91      0.99      0.00
   49   930   1988.90      0.99      0.00
   49   931   1989.89      0.99      0.00
   49   932   1990.89      1.00      0.00
   49   933   1991.89      1.00      0.00
   49   934   1992.88      1.00      0.00
   49   935   1993.88      1.00      0.00
   49   936   1994.88      1.00      0.00
   49   937   1995.87      1.00      0.00
   49   938   1996.87      1.00      0.00
   49   939   1997.87      1.00      0.00
   49   940   1998.87      1.00      0.00
   49   941   1999.87      1.00      0.00
   49   942   2000.87      1.00      0.00
   49   943   2001.87      1.00      0.00
   49   944   2002.87      1.00      0.00
   49   945   2003.87      1.00      0.00
   49   946   2004.87      1.00      0.00
   49   947   2005.88      1.00      0.00
   49   948   2006.88      1.00      0.00
   49   949   2007.88      1.00      0.00
   49   950   2008.89      1.00      0.00
   49   951   2009.89      1.00      0.00
   49   952   2010.90      1.01      0.00
   49   953   2011.90      1.01      0.00
   49   954   2012.91      1.01      0.00
   49   955   2013.92      1.01      0.00
   49   956   2014.92      1.01      0.00
   49   957   2015.93      1.01      0.00
   49   958   2016.94      1.01      0.00
   49   959   2017.95      1.01      0.00
   49   960   2018.96      1.01      0.00
   49   961   2019.97      1.01      0.00
   49   962   2020.98      1.01      0.00
   49   963   2021.99      1.01      0.00
   49   964   2023.00      1.01      0.00
   49   965   2024.01      1.01      0.00
   49   966   2025.02      1.01      0.00
   49   967   2026.04      1.01      0.00
   49   968   2027.05      1.01      0.00
   49   969   2028.06      1.01      0.00
   49   970   2029.08      1.01      0.00
   49   971   2030.09      1.02      0.00
   49   972   2031.11      1.02      0.00
   49   973   2032.12      1.02      0.00
   49   974   2033.14      1.02      0.00
   49   975   2034.16      1.02      0.00
   49   976   2035.17      1.02      0.00
   49   977   2036.19      1.02      0.00
   49   978   2037.21      1.02      0.00
   49   979   2038.23      1.02      0.00
   49   980   2039.25      1.02      0.00
   49   981   2040.27      1.02      0.00
   49   982   2041.29      1.02      0.00
   49   983   2042.31      1.02      0.00
   49   984   2043.33      1.02      0.00
   49   985   2044.35      1.02      0.00
   49   986   2045.37      1.02      0.00
   49   987   2046.40      1.02      0.00
   49   988   2047.42      1.02      0.00
   49   989   2048.45      1.02      0.00
   49   990   2049.47      1.02      0.00
   49   991   2050.49      1.03      0.00
   49   992   2051.52      1.03      0.00
   49   993   2052.55      1.03      0.00
   49   994   2053.57      1.03      0.00
   49   995   2054.60      1.03      0.00
   49   996   2055.63      1.03      0.00
   49   997   2056.66      1.03      0.00
   49   998   2057.68      1.03      0.00
   49   999   2058.71      1.03      0.00
   49  1000   2059.74      1.03      0.00
   49  1001   2060.77      1.03      0.00
   49  1002   2061.80      1.03      0.00
   49  1003   2062.83      1.03      0.00
   49  1004   2063.87      1.03      0.00
   49  1005   2064.90      1.03      0.00
   49  1006   2065.93      1.03      0.00
   49  1007   2066.96      1.03      0.00
   49  1008   2068.00      1.03      0.00
   49  1009   2069.03      1.03      0.00
   49  1010   2070.07      1.04      0.00
   49  1011   2071.10      1.04      0.00
   49  1012   2072.14      1.04      0.00
   49  1013   2073.17      1.04      0.00
   49  1014   2074.21      1.04      0.00
   49  1015   2075.25      1.04      0.00
   49  1016   2076.29      1.04      0.00
   49  1017   2077.32      1.04      0.00
   49  1018   2078.36      1.04      0.00
   49  1019   2079.40      1.04      0.00
   49  1020   2080.44      1.04      0.00
   49  1021   2081.48      1.04      0.00
   49  1022   2082.52      1.04      0.00
   49  1023   2083.57      1.04      0.00
   49  1024   2084.61      1.04      0.00
   49  1025   2085.65      1.04      0.00
   49  1026   2086.69      1.04      0.00
   49  1027   2087.74      1.04      0.00
   49  1028   2088.78      1.04      0.00
   49  1029   2089.83      1.04      0.00
   49  1030   2090.87      1.05      0.00
   49  1031   2091.92      1.05      0.00
   49  1032   2092.96      1.05      0.00
   49  1033   2094.01      1.05      0.00
   49  1034   2095.06      1.05      0.00
   49  1035   2096.10      1.05      0.00
   49  1036   2097.15      1.05      0.00
   49  1037   2098.20      1.05      0.00
   49  1038   2099.25      1.05      0.00
   49  1039   2100.30      1.05      0.00
   49  1040   2101.35      1.05      0.00
   49  1041   2102.40      1.05      0.00
   49  1042   2103.45      1.05      0.00
   49  1043   2104.51      1.05      0.00
   49  1044   2105.56      1.05      0.00
   49  1045   2106.61      1.05      0.00
   49  1046   2107.66      1.05      0.00
   49  1047   2108.72      1.05      0.00
   49  1048   2109.77      1.05      0.00
   49  1049   2110.83      1.06      0.00
   49  1050   2111.88      1.06      0.00
   49  1051   2112.94      1.06      0.00
   49  1052   2114.00      1.06      0.00
   49  1053   2115.05      1.06      0.00
   49  1054   2116.11      1.06      0.00
   49  1055   2117.17      1.06      0.00
   49  1056   2118.23      1.06      0.00
   49  1057   2119.29      1.06      0.00
   49  1058   2120.35      1.06      0.00
   49  1059   2121.41      1.06      0.00
   49  1060   2122.47      1.06      0.00
   49  1061   2123.53      1.06      0.00
   49  1062   2124.59      1.06      0.00
   49  1063   2125.66      1.06      0.00
   49  1064   2126.72      1.06      0.00
   49  1065   2127.78      1.06      0.00
   49  1066   2128.85      1.06      0.00
   49  1067   2129.91      1.06      0.00
   49  1068   2130.98      1.07      0.00
   49  1069   2132.04      1.07      0.00
   49  1070   2133.11      1.07      0.00
   49  1071   2134.17      1.07      0.00
