    K,   J,  wlos(J),   WLSTEP(J),   Y
   49  5690  21488.59     10.74      0.00
   49  5691  21499.34     10.75      0.00
   49  5692  21510.09     10.75      0.00
   49  5693  21520.85     10.76      0.00
   49  5694  21531.61     10.77      0.00
   49  5695  21542.38     10.77      0.00
   49  5696  21553.15     10.78      0.00
   49  5697  21563.93     10.78      0.00
   49  5698  21574.72     10.79      0.00
   49  5699  21585.51     10.79      0.00
   49  5700  21596.30     10.80      0.00
   49  5701  21607.10     10.80      0.00
   49  5702  21617.91     10.81      0.00
   49  5703  21628.72     10.81      0.00
   49  5704  21639.54     10.82      0.00
   49  5705  21650.36     10.82      0.00
   49  5706  21661.19     10.83      0.00
   49  5707  21672.02     10.84      0.00
   49  5708  21682.86     10.84      0.00
   49  5709  21693.70     10.85      0.00
   49  5710  21704.55     10.85      0.00
   49  5711  21715.41     10.86      0.00
   49  5712  21726.27     10.86      0.00
   49  5713  21737.13     10.87      0.00
   49  5714  21748.00     10.87      0.00
   49  5715  21758.88     10.88      0.00
   49  5716  21769.76     10.88      0.00
   49  5717  21780.65     10.89      0.00
   49  5718  21791.54     10.90      0.00
   49  5719  21802.44     10.90      0.00
   49  5720  21813.34     10.91      0.00
   49  5721  21824.25     10.91      0.00
   49  5722  21835.17     10.92      0.00
   49  5723  21846.09     10.92      0.00
   49  5724  21857.01     10.93      0.00
   49  5725  21867.94     10.93      0.00
   49  5726  21878.88     10.94      0.00
   49  5727  21889.82     10.94      0.00
   49  5728  21900.77     10.95      0.00
   49  5729  21911.72     10.96      0.00
   49  5730  21922.68     10.96      0.00
   49  5731  21933.64     10.97      0.00
   49  5732  21944.61     10.97      0.00
   49  5733  21955.59     10.98      0.00
   49  5734  21966.57     10.98      0.00
   49  5735  21977.55     10.99      0.00
   49  5736  21988.55     10.99      0.00
   49  5737  21999.54     11.00      0.00
   49  5738  22010.55     11.00      0.00
   49  5739  22021.55     11.01      0.00
   49  5740  22032.57     11.02      0.00
   49  5741  22043.58     11.02      0.00
   49  5742  22054.61     11.03      0.00
   49  5743  22065.64     11.03      0.00
   49  5744  22076.67     11.04      0.00
   49  5745  22087.72     11.04      0.00
   49  5746  22098.76     11.05      0.00
   49  5747  22109.81     11.05      0.00
   49  5748  22120.87     11.06      0.00
   49  5749  22131.93     11.07      0.00
   49  5750  22143.00     11.07      0.00
   49  5751  22154.08     11.08      0.00
   49  5752  22165.16     11.08      0.00
   49  5753  22176.24     11.09      0.00
   49  5754  22187.33     11.09      0.00
   49  5755  22198.43     11.10      0.00
   49  5756  22209.53     11.10      0.00
   49  5757  22220.64     11.11      0.00
   49  5758  22231.75     11.12      0.00
   49  5759  22242.87     11.12      0.00
   49  5760  22253.99     11.13      0.00
   49  5761  22265.12     11.13      0.00
   49  5762  22276.26     11.14      0.00
   49  5763  22287.40     11.14      0.00
   49  5764  22298.54     11.15      0.00
   49  5765  22309.69     11.15      0.00
   49  5766  22320.85     11.16      0.00
   49  5767  22332.02     11.17      0.00
   49  5768  22343.18     11.17      0.00
   49  5769  22354.36     11.18      0.00
   49  5770  22365.54     11.18      0.00
   49  5771  22376.72     11.19      0.00
   49  5772  22387.91     11.19      0.00
   49  5773  22399.11     11.20      0.00
   49  5774  22410.31     11.20      0.00
   49  5775  22421.52     11.21      0.00
   49  5776  22432.73     11.22      0.00
   49  5777  22443.95     11.22      0.00
   49  5778  22455.18     11.23      0.00
   49  5779  22466.41     11.23      0.00
   49  5780  22477.64     11.24      0.00
   49  5781  22488.88     11.24      0.00
   49  5782  22500.13     11.25      0.00
   49  5783  22511.38     11.26      0.00
   49  5784  22522.64     11.26      0.00
   49  5785  22533.91     11.27      0.00
   49  5786  22545.17     11.27      0.00
   49  5787  22556.45     11.28      0.00
   49  5788  22567.73     11.28      0.00
   49  5789  22579.02     11.29      0.00
   49  5790  22590.31     11.29      0.00
   49  5791  22601.61     11.30      0.00
   49  5792  22612.91     11.31      0.00
   49  5793  22624.22     11.31      0.00
   49  5794  22635.53     11.32      0.00
   49  5795  22646.85     11.32      0.00
   49  5796  22658.18     11.33      0.00
   49  5797  22669.51     11.33      0.00
   49  5798  22680.85     11.34      0.00
   49  5799  22692.19     11.35      0.00
   49  5800  22703.54     11.35      0.00
   49  5801  22714.90     11.36      0.00
   49  5802  22726.26     11.36      0.00
   49  5803  22737.62     11.37      0.00
   49  5804  22748.99     11.37      0.00
   49  5805  22760.37     11.38      0.00
   49  5806  22771.75     11.39      0.00
   49  5807  22783.14     11.39      0.00
   49  5808  22794.53     11.40      0.00
   49  5809  22805.93     11.40      0.00
   49  5810  22817.34     11.41      0.00
   49  5811  22828.75     11.41      0.00
   49  5812  22840.17     11.42      0.00
   49  5813  22851.59     11.43      0.00
   49  5814  22863.02     11.43      0.00
   49  5815  22874.45     11.44      0.00
   49  5816  22885.89     11.44      0.00
   49  5817  22897.34     11.45      0.00
   49  5818  22908.79     11.45      0.00
   49  5819  22920.25     11.46      0.00
   49  5820  22931.71     11.47      0.00
   49  5821  22943.18     11.47      0.00
   49  5822  22954.65     11.48      0.00
   49  5823  22966.13     11.48      0.00
   49  5824  22977.62     11.49      0.00
   49  5825  22989.11     11.49      0.00
   49  5826  23000.61     11.50      0.00
   49  5827  23012.11     11.51      0.00
   49  5828  23023.62     11.51      0.00
   49  5829  23035.13     11.52      0.00
   49  5830  23046.65     11.52      0.00
   49  5831  23058.18     11.53      0.00
   49  5832  23069.71     11.53      0.00
   49  5833  23081.25     11.54      0.00
   49  5834  23092.79     11.55      0.00
   49  5835  23104.34     11.55      0.00
   49  5836  23115.89     11.56      0.00
   49  5837  23127.45     11.56      0.00
   49  5838  23139.02     11.57      0.00
   49  5839  23150.59     11.58      0.00
   49  5840  23162.17     11.58      0.00
   49  5841  23173.75     11.59      0.00
   49  5842  23185.34     11.59      0.00
   49  5843  23196.94     11.60      0.00
   49  5844  23208.54     11.60      0.00
   49  5845  23220.15     11.61      0.00
   49  5846  23231.76     11.62      0.00
   49  5847  23243.38     11.62      0.00
   49  5848  23255.00     11.63      0.00
   49  5849  23266.63     11.63      0.00
   49  5850  23278.27     11.64      0.00
   49  5851  23289.91     11.64      0.00
   49  5852  23301.56     11.65      0.00
   49  5853  23313.21     11.66      0.00
   49  5854  23324.87     11.66      0.00
   49  5855  23336.54     11.67      0.00
   49  5856  23348.21     11.67      0.00
   49  5857  23359.88     11.68      0.00
   49  5858  23371.57     11.69      0.00
   49  5859  23383.25     11.69      0.00
   49  5860  23394.95     11.70      0.00
   49  5861  23406.65     11.70      0.00
   49  5862  23418.35     11.71      0.00
   49  5863  23430.07     11.71      0.00
   49  5864  23441.78     11.72      0.00
   49  5865  23453.51     11.73      0.00
   49  5866  23465.24     11.73      0.00
   49  5867  23476.97     11.74      0.00
   49  5868  23488.71     11.74      0.00
   49  5869  23500.46     11.75      0.00
   49  5870  23512.21     11.76      0.00
   49  5871  23523.97     11.76      0.00
   49  5872  23535.74     11.77      0.00
   49  5873  23547.51     11.77      0.00
   49  5874  23559.28     11.78      0.00
   49  5875  23571.07     11.79      0.00
   49  5876  23582.85     11.79      0.00
   49  5877  23594.65     11.80      0.00
   49  5878  23606.45     11.80      0.00
   49  5879  23618.25     11.81      0.00
   49  5880  23630.07     11.81      0.00
   49  5881  23641.88     11.82      0.00
   49  5882  23653.71     11.83      0.00
   49  5883  23665.54     11.83      0.00
   49  5884  23677.37     11.84      0.00
   49  5885  23689.21     11.84      0.00
   49  5886  23701.06     11.85      0.00
   49  5887  23712.91     11.86      0.00
   49  5888  23724.77     11.86      0.00
   49  5889  23736.64     11.87      0.00
   49  5890  23748.51     11.87      0.00
   49  5891  23760.39     11.88      0.00
   49  5892  23772.27     11.89      0.00
   49  5893  23784.16     11.89      0.00
   49  5894  23796.05     11.90      0.00
   49  5895  23807.95     11.90      0.00
   49  5896  23819.86     11.91      0.00
   49  5897  23831.77     11.92      0.00
   49  5898  23843.69     11.92      0.00
   49  5899  23855.62     11.93      0.00
   49  5900  23867.55     11.93      0.00
   49  5901  23879.48     11.94      0.00
   49  5902  23891.43     11.95      0.00
   49  5903  23903.37     11.95      0.00
   49  5904  23915.33     11.96      0.00
   49  5905  23927.29     11.96      0.00
   49  5906  23939.25     11.97      0.00
   49  5907  23951.23     11.98      0.00
   49  5908  23963.21     11.98      0.00
   49  5909  23975.19     11.99      0.00
   49  5910  23987.18     11.99      0.00
   49  5911  23999.18     12.00      0.00
   49  5912  24011.18     12.01      0.00
   49  5913  24023.19     12.01      0.00
   49  5914  24035.20     12.02      0.00
   49  5915  24047.22     12.02      0.00
   49  5916  24059.25     12.03      0.00
   49  5917  24071.28     12.04      0.00
   49  5918  24083.32     12.04      0.00
   49  5919  24095.36     12.05      0.00
   49  5920  24107.41     12.05      0.00
   49  5921  24119.47     12.06      0.00
   49  5922  24131.53     12.07      0.00
   49  5923  24143.60     12.07      0.00
   49  5924  24155.67     12.08      0.00
   49  5925  24167.76     12.08      0.00
   49  5926  24179.84     12.09      0.00
   49  5927  24191.93     12.10      0.00
   49  5928  24204.03     12.10      0.00
   49  5929  24216.14     12.11      0.00
   49  5930  24228.25     12.11      0.00
   49  5931  24240.37     12.12      0.00
   49  5932  24252.49     12.13      0.00
   49  5933  24264.62     12.13      0.00
   49  5934  24276.75     12.14      0.00
   49  5935  24288.89     12.14      0.00
   49  5936  24301.04     12.15      0.00
   49  5937  24313.19     12.16      0.00
   49  5938  24325.35     12.16      0.00
   49  5939  24337.52     12.17      0.00
   49  5940  24349.69     12.17      0.00
   49  5941  24361.87     12.18      0.00
   49  5942  24374.05     12.19      0.00
   49  5943  24386.24     12.19      0.00
   49  5944  24398.44     12.20      0.00
   49  5945  24410.64     12.21      0.00
   49  5946  24422.85     12.21      0.00
   49  5947  24435.06     12.22      0.00
   49  5948  24447.28     12.22      0.00
   49  5949  24459.51     12.23      0.00
   49  5950  24471.74     12.24      0.00
   49  5951  24483.98     12.24      0.00
   49  5952  24496.22     12.25      0.00
   49  5953  24508.48     12.25      0.00
   49  5954  24520.73     12.26      0.00
   49  5955  24533.00     12.27      0.00
   49  5956  24545.26     12.27      0.00
   49  5957  24557.54     12.28      0.00
   49  5958  24569.82     12.28      0.00
   49  5959  24582.11     12.29      0.00
   49  5960  24594.40     12.30      0.00
   49  5961  24606.70     12.30      0.00
   49  5962  24619.01     12.31      0.00
   49  5963  24631.32     12.32      0.00
   49  5964  24643.64     12.32      0.00
   49  5965  24655.96     12.33      0.00
   49  5966  24668.30     12.33      0.00
   49  5967  24680.63     12.34      0.00
   49  5968  24692.98     12.35      0.00
   49  5969  24705.32     12.35      0.00
   49  5970  24717.68     12.36      0.00
   49  5971  24730.04     12.36      0.00
   49  5972  24742.41     12.37      0.00
   49  5973  24754.78     12.38      0.00
   49  5974  24767.16     12.38      0.00
   49  5975  24779.55     12.39      0.00
   49  5976  24791.94     12.40      0.00
   49  5977  24804.34     12.40      0.00
   49  5978  24816.75     12.41      0.00
   49  5979  24829.16     12.41      0.00
   49  5980  24841.57     12.42      0.00
   49  5981  24854.00     12.43      0.00
   49  5982  24866.43     12.43      0.00
   49  5983  24878.86     12.44      0.00
   49  5984  24891.31     12.45      0.00
   49  5985  24903.75     12.45      0.00
   49  5986  24916.21     12.46      0.00
   49  5987  24928.67     12.46      0.00
   49  5988  24941.14     12.47      0.00
   49  5989  24953.61     12.48      0.00
   49  5990  24966.09     12.48      0.00
   49  5991  24978.58     12.49      0.00
   49  5992  24991.07     12.50      0.00
   49  5993  25003.57     12.50      0.00
   49  5994  25016.07     12.51      0.00
   49  5995  25028.58     12.51      0.00
   49  5996  25041.10     12.52      0.00
   49  5997  25053.62     12.53      0.00
   49  5998  25066.15     12.53      0.00
   49  5999  25078.69     12.54      0.00
   49  6000  25091.23     12.55      0.00
   49  6001  25103.78     12.55      0.00
   49  6002  25116.33     12.56      0.00
   49  6003  25128.89     12.56      0.00
   49  6004  25141.46     12.57      0.00
   49  6005  25154.04     12.58      0.00
   49  6006  25166.62     12.58      0.00
   49  6007  25179.20     12.59      0.00
   49  6008  25191.79     12.60      0.00
   49  6009  25204.39     12.60      0.00
   49  6010  25217.00     12.61      0.00
   49  6011  25229.61     12.61      0.00
   49  6012  25242.23     12.62      0.00
   49  6013  25254.85     12.63      0.00
   49  6014  25267.48     12.63      0.00
   49  6015  25280.12     12.64      0.00
   49  6016  25292.76     12.65      0.00
   49  6017  25305.41     12.65      0.00
   49  6018  25318.06     12.66      0.00
   49  6019  25330.73     12.67      0.00
   49  6020  25343.39     12.67      0.00
   49  6021  25356.07     12.68      0.00
   49  6022  25368.75     12.68      0.00
   49  6023  25381.44     12.69      0.00
   49  6024  25394.13     12.70      0.00
   49  6025  25406.83     12.70      0.00
   49  6026  25419.54     12.71      0.00
   49  6027  25432.25     12.72      0.00
   49  6028  25444.97     12.72      0.00
   49  6029  25457.69     12.73      0.00
   49  6030  25470.43     12.73      0.00
   49  6031  25483.16     12.74      0.00
   49  6032  25495.91     12.75      0.00
   49  6033  25508.66     12.75      0.00
   49  6034  25521.42     12.76      0.00
   49  6035  25534.18     12.77      0.00
   49  6036  25546.95     12.77      0.00
   49  6037  25559.73     12.78      0.00
   49  6038  25572.51     12.79      0.00
   49  6039  25585.30     12.79      0.00
   49  6040  25598.09     12.80      0.00
   49  6041  25610.90     12.81      0.00
   49  6042  25623.70     12.81      0.00
   49  6043  25636.52     12.82      0.00
   49  6044  25649.34     12.82      0.00
   49  6045  25662.17     12.83      0.00
   49  6046  25675.00     12.84      0.00
   49  6047  25687.84     12.84      0.00
   49  6048  25700.69     12.85      0.00
   49  6049  25713.54     12.86      0.00
   49  6050  25726.40     12.86      0.00
   49  6051  25739.27     12.87      0.00
   49  6052  25752.14     12.88      0.00
   49  6053  25765.02     12.88      0.00
   49  6054  25777.90     12.89      0.00
   49  6055  25790.80     12.90      0.00
   49  6056  25803.69     12.90      0.00
   49  6057  25816.60     12.91      0.00
   49  6058  25829.51     12.91      0.00
   49  6059  25842.43     12.92      0.00
   49  6060  25855.35     12.93      0.00
   49  6061  25868.28     12.93      0.00
   49  6062  25881.22     12.94      0.00
   49  6063  25894.16     12.95      0.00
   49  6064  25907.11     12.95      0.00
   49  6065  25920.07     12.96      0.00
   49  6066  25933.03     12.97      0.00
   49  6067  25946.00     12.97      0.00
   49  6068  25958.98     12.98      0.00
   49  6069  25971.96     12.99      0.00
   49  6070  25984.95     12.99      0.00
   49  6071  25997.95     13.00      0.00
   49  6072  26010.95     13.01      0.00
   49  6073  26023.96     13.01      0.00
   49  6074  26036.97     13.02      0.00
   49  6075  26049.99     13.02      0.00
   49  6076  26063.02     13.03      0.00
   49  6077  26076.05     13.04      0.00
   49  6078  26089.10     13.04      0.00
   49  6079  26102.14     13.05      0.00
   49  6080  26115.20     13.06      0.00
   49  6081  26128.26     13.06      0.00
   49  6082  26141.32     13.07      0.00
   49  6083  26154.40     13.08      0.00
   49  6084  26167.48     13.08      0.00
   49  6085  26180.56     13.09      0.00
   49  6086  26193.66     13.10      0.00
   49  6087  26206.76     13.10      0.00
   49  6088  26219.86     13.11      0.00
   49  6089  26232.98     13.12      0.00
   49  6090  26246.10     13.12      0.00
   49  6091  26259.22     13.13      0.00
   49  6092  26272.35     13.14      0.00
   49  6093  26285.49     13.14      0.00
   49  6094  26298.64     13.15      0.00
   49  6095  26311.79     13.16      0.00
   49  6096  26324.95     13.16      0.00
   49  6097  26338.12     13.17      0.00
   49  6098  26351.29     13.18      0.00
   49  6099  26364.47     13.18      0.00
   49  6100  26377.65     13.19      0.00
   49  6101  26390.84     13.20      0.00
   49  6102  26404.04     13.20      0.00
   49  6103  26417.25     13.21      0.00
   49  6104  26430.46     13.21      0.00
   49  6105  26443.68     13.22      0.00
   49  6106  26456.90     13.23      0.00
   49  6107  26470.13     13.23      0.00
   49  6108  26483.37     13.24      0.00
   49  6109  26496.62     13.25      0.00
   49  6110  26509.87     13.25      0.00
   49  6111  26523.13     13.26      0.00
   49  6112  26536.39     13.27      0.00
   49  6113  26549.66     13.27      0.00
   49  6114  26562.94     13.28      0.00
   49  6115  26576.22     13.29      0.00
   49  6116  26589.51     13.29      0.00
   49  6117  26602.81     13.30      0.00
   49  6118  26616.12     13.31      0.00
   49  6119  26629.43     13.31      0.00
   49  6120  26642.75     13.32      0.00
   49  6121  26656.07     13.33      0.00
   49  6122  26669.40     13.33      0.00
   49  6123  26682.74     13.34      0.00
   49  6124  26696.08     13.35      0.00
   49  6125  26709.43     13.35      0.00
   49  6126  26722.79     13.36      0.00
   49  6127  26736.16     13.37      0.00
   49  6128  26749.53     13.37      0.00
   49  6129  26762.90     13.38      0.00
   49  6130  26776.29     13.39      0.00
   49  6131  26789.68     13.39      0.00
   49  6132  26803.08     13.40      0.00
   49  6133  26816.48     13.41      0.00
   49  6134  26829.89     13.41      0.00
   49  6135  26843.31     13.42      0.00
   49  6136  26856.74     13.43      0.00
   49  6137  26870.17     13.43      0.00
   49  6138  26883.61     13.44      0.00
   49  6139  26897.05     13.45      0.00
   49  6140  26910.50     13.45      0.00
   49  6141  26923.96     13.46      0.00
   49  6142  26937.43     13.47      0.00
   49  6143  26950.90     13.48      0.00
   49  6144  26964.38     13.48      0.00
   49  6145  26977.86     13.49      0.00
   49  6146  26991.35     13.50      0.00
   49  6147  27004.85     13.50      0.00
   49  6148  27018.36     13.51      0.00
   49  6149  27031.87     13.52      0.00
   49  6150  27045.39     13.52      0.00
   49  6151  27058.91     13.53      0.00
   49  6152  27072.45     13.54      0.00
   49  6153  27085.99     13.54      0.00
   49  6154  27099.53     13.55      0.00
   49  6155  27113.09     13.56      0.00
   49  6156  27126.64     13.56      0.00
   49  6157  27140.21     13.57      0.00
   49  6158  27153.78     13.58      0.00
   49  6159  27167.36     13.58      0.00
   49  6160  27180.95     13.59      0.00
   49  6161  27194.54     13.60      0.00
   49  6162  27208.14     13.60      0.00
   49  6163  27221.75     13.61      0.00
   49  6164  27235.37     13.62      0.00
   49  6165  27248.99     13.62      0.00
   49  6166  27262.61     13.63      0.00
   49  6167  27276.25     13.64      0.00
   49  6168  27289.89     13.64      0.00
   49  6169  27303.54     13.65      0.00
   49  6170  27317.19     13.66      0.00
   49  6171  27330.85     13.67      0.00
   49  6172  27344.52     13.67      0.00
   49  6173  27358.20     13.68      0.00
   49  6174  27371.88     13.69      0.00
   49  6175  27385.57     13.69      0.00
   49  6176  27399.27     13.70      0.00
   49  6177  27412.97     13.71      0.00
   49  6178  27426.68     13.71      0.00
   49  6179  27440.39     13.72      0.00
   49  6180  27454.12     13.73      0.00
   49  6181  27467.85     13.73      0.00
   49  6182  27481.58     13.74      0.00
   49  6183  27495.33     13.75      0.00
   49  6184  27509.08     13.75      0.00
   49  6185  27522.84     13.76      0.00
   49  6186  27536.60     13.77      0.00
   49  6187  27550.37     13.77      0.00
   49  6188  27564.15     13.78      0.00
   49  6189  27577.94     13.79      0.00
   49  6190  27591.73     13.80      0.00
   49  6191  27605.53     13.80      0.00
   49  6192  27619.33     13.81      0.00
   49  6193  27633.15     13.82      0.00
   49  6194  27646.97     13.82      0.00
   49  6195  27660.79     13.83      0.00
   49  6196  27674.63     13.84      0.00
   49  6197  27688.47     13.84      0.00
   49  6198  27702.31     13.85      0.00
   49  6199  27716.17     13.86      0.00
   49  6200  27730.03     13.86      0.00
   49  6201  27743.90     13.87      0.00
   49  6202  27757.77     13.88      0.00
   49  6203  27771.65     13.89      0.00
   49  6204  27785.54     13.89      0.00
   49  6205  27799.44     13.90      0.00
   49  6206  27813.34     13.91      0.00
   49  6207  27827.25     13.91      0.00
   49  6208  27841.17     13.92      0.00
   49  6209  27855.09     13.93      0.00
   49  6210  27869.02     13.93      0.00
   49  6211  27882.96     13.94      0.00
   49  6212  27896.90     13.95      0.00
   49  6213  27910.86     13.96      0.00
   49  6214  27924.81     13.96      0.00
   49  6215  27938.78     13.97      0.00
   49  6216  27952.75     13.98      0.00
   49  6217  27966.73     13.98      0.00
   49  6218  27980.72     13.99      0.00
   49  6219  27994.71     14.00      0.00
   49  6220  28008.71     14.00      0.00
   49  6221  28022.72     14.01      0.00
   49  6222  28036.74     14.02      0.00
   49  6223  28050.76     14.03      0.00
   49  6224  28064.79     14.03      0.00
   49  6225  28078.82     14.04      0.00
   49  6226  28092.86     14.05      0.00
   49  6227  28106.91     14.05      0.00
   49  6228  28120.97     14.06      0.00
   49  6229  28135.03     14.07      0.00
   49  6230  28149.10     14.07      0.00
   49  6231  28163.18     14.08      0.00
   49  6232  28177.27     14.09      0.00
   49  6233  28191.36     14.10      0.00
   49  6234  28205.46     14.10      0.00
   49  6235  28219.56     14.11      0.00
   49  6236  28233.68     14.12      0.00
   49  6237  28247.80     14.12      0.00
   49  6238  28261.92     14.13      0.00
   49  6239  28276.06     14.14      0.00
   49  6240  28290.20     14.14      0.00
   49  6241  28304.35     14.15      0.00
   49  6242  28318.50     14.16      0.00
   49  6243  28332.66     14.17      0.00
   49  6244  28346.83     14.17      0.00
   49  6245  28361.01     14.18      0.00
   49  6246  28375.19     14.19      0.00
   49  6247  28389.38     14.19      0.00
   49  6248  28403.58     14.20      0.00
   49  6249  28417.79     14.21      0.00
   49  6250  28432.00     14.22      0.00
   49  6251  28446.22     14.22      0.00
   49  6252  28460.45     14.23      0.00
   49  6253  28474.68     14.24      0.00
   49  6254  28488.92     14.24      0.00
   49  6255  28503.17     14.25      0.00
   49  6256  28517.42     14.26      0.00
   49  6257  28531.68     14.27      0.00
   49  6258  28545.95     14.27      0.00
   49  6259  28560.23     14.28      0.00
   49  6260  28574.51     14.29      0.00
   49  6261  28588.80     14.29      0.00
   49  6262  28603.10     14.30      0.00
   49  6263  28617.41     14.31      0.00
   49  6264  28631.72     14.32      0.00
   49  6265  28646.04     14.32      0.00
   49  6266  28660.36     14.33      0.00
   49  6267  28674.70     14.34      0.00
   49  6268  28689.04     14.34      0.00
   49  6269  28703.38     14.35      0.00
   49  6270  28717.74     14.36      0.00
   49  6271  28732.10     14.37      0.00
   49  6272  28746.47     14.37      0.00
   49  6273  28760.85     14.38      0.00
   49  6274  28775.23     14.39      0.00
   49  6275  28789.62     14.39      0.00
   49  6276  28804.02     14.40      0.00
   49  6277  28818.42     14.41      0.00
   49  6278  28832.84     14.42      0.00
   49  6279  28847.26     14.42      0.00
   49  6280  28861.68     14.43      0.00
   49  6281  28876.12     14.44      0.00
   49  6282  28890.56     14.44      0.00
   49  6283  28905.01     14.45      0.00
   49  6284  28919.46     14.46      0.00
   49  6285  28933.93     14.47      0.00
   49  6286  28948.40     14.47      0.00
   49  6287  28962.87     14.48      0.00
   49  6288  28977.36     14.49      0.00
   49  6289  28991.85     14.50      0.00
   49  6290  29006.35     14.50      0.00
   49  6291  29020.86     14.51      0.00
   49  6292  29035.37     14.52      0.00
   49  6293  29049.89     14.52      0.00
   49  6294  29064.42     14.53      0.00
   49  6295  29078.95     14.54      0.00
   49  6296  29093.50     14.55      0.00
   49  6297  29108.05     14.55      0.00
   49  6298  29122.60     14.56      0.00
   49  6299  29137.17     14.57      0.00
   49  6300  29151.74     14.58      0.00
   49  6301  29166.32     14.58      0.00
   49  6302  29180.91     14.59      0.00
   49  6303  29195.50     14.60      0.00
   49  6304  29210.10     14.60      0.00
   49  6305  29224.71     14.61      0.00
   49  6306  29239.33     14.62      0.00
   49  6307  29253.95     14.63      0.00
   49  6308  29268.58     14.63      0.00
   49  6309  29283.22     14.64      0.00
   49  6310  29297.86     14.65      0.00
   49  6311  29312.51     14.66      0.00
   49  6312  29327.17     14.66      0.00
   49  6313  29341.84     14.67      0.00
   49  6314  29356.51     14.68      0.00
   49  6315  29371.20     14.69      0.00
   49  6316  29385.88     14.69      0.00
   49  6317  29400.58     14.70      0.00
   49  6318  29415.28     14.71      0.00
   49  6319  29430.00     14.71      0.00
   49  6320  29444.71     14.72      0.00
   49  6321  29459.44     14.73      0.00
   49  6322  29474.17     14.74      0.00
   49  6323  29488.91     14.74      0.00
   49  6324  29503.66     14.75      0.00
   49  6325  29518.42     14.76      0.00
   49  6326  29533.18     14.77      0.00
   49  6327  29547.95     14.77      0.00
   49  6328  29562.73     14.78      0.00
   49  6329  29577.51     14.79      0.00
   49  6330  29592.30     14.80      0.00
   49  6331  29607.10     14.80      0.00
   49  6332  29621.91     14.81      0.00
   49  6333  29636.72     14.82      0.00
   49  6334  29651.54     14.83      0.00
   49  6335  29666.37     14.83      0.00
   49  6336  29681.21     14.84      0.00
   49  6337  29696.05     14.85      0.00
   49  6338  29710.91     14.86      0.00
   49  6339  29725.76     14.86      0.00
   49  6340  29740.63     14.87      0.00
   49  6341  29755.50     14.88      0.00
   49  6342  29770.39     14.88      0.00
   49  6343  29785.27     14.89      0.00
   49  6344  29800.17     14.90      0.00
   49  6345  29815.07     14.91      0.00
   49  6346  29829.98     14.91      0.00
   49  6347  29844.90     14.92      0.00
   49  6348  29859.83     14.93      0.00
   49  6349  29874.76     14.94      0.00
   49  6350  29889.70     14.94      0.00
   49  6351  29904.65     14.95      0.00
   49  6352  29919.61     14.96      0.00
   49  6353  29934.57     14.97      0.00
   49  6354  29949.54     14.97      0.00
   49  6355  29964.52     14.98      0.00
   49  6356  29979.50     14.99      0.00
   49  6357  29994.50     15.00      0.00
   49  6358  30009.50     15.00      0.00
   49  6359  30024.51     15.01      0.00
   49  6360  30039.52     15.02      0.00
   49  6361  30054.54     15.03      0.00
   49  6362  30069.58     15.03      0.00
   49  6363  30084.61     15.04      0.00
   49  6364  30099.66     15.05      0.00
   49  6365  30114.71     15.06      0.00
   49  6366  30129.77     15.06      0.00
   49  6367  30144.84     15.07      0.00
   49  6368  30159.92     15.08      0.00
   49  6369  30175.00     15.09      0.00
   49  6370  30190.09     15.09      0.00
   49  6371  30205.19     15.10      0.00
   49  6372  30220.30     15.11      0.00
   49  6373  30235.41     15.12      0.00
   49  6374  30250.53     15.12      0.00
   49  6375  30265.66     15.13      0.00
   49  6376  30280.80     15.14      0.00
   49  6377  30295.94     15.15      0.00
   49  6378  30311.09     15.16      0.00
   49  6379  30326.25     15.16      0.00
   49  6380  30341.42     15.17      0.00
   49  6381  30356.59     15.18      0.00
   49  6382  30371.77     15.19      0.00
   49  6383  30386.96     15.19      0.00
   49  6384  30402.16     15.20      0.00
   49  6385  30417.36     15.21      0.00
   49  6386  30432.57     15.22      0.00
   49  6387  30447.79     15.22      0.00
   49  6388  30463.02     15.23      0.00
   49  6389  30478.26     15.24      0.00
   49  6390  30493.50     15.25      0.00
   49  6391  30508.75     15.25      0.00
   49  6392  30524.01     15.26      0.00
   49  6393  30539.27     15.27      0.00
   49  6394  30554.55     15.28      0.00
   49  6395  30569.83     15.28      0.00
   49  6396  30585.11     15.29      0.00
   49  6397  30600.41     15.30      0.00
   49  6398  30615.71     15.31      0.00
   49  6399  30631.03     15.32      0.00
   49  6400  30646.34     15.32      0.00
   49  6401  30661.67     15.33      0.00
   49  6402  30677.01     15.34      0.00
   49  6403  30692.35     15.35      0.00
   49  6404  30707.70     15.35      0.00
   49  6405  30723.05     15.36      0.00
   49  6406  30738.42     15.37      0.00
   49  6407  30753.79     15.38      0.00
   49  6408  30769.17     15.38      0.00
   49  6409  30784.56     15.39      0.00
   49  6410  30799.96     15.40      0.00
   49  6411  30815.36     15.41      0.00
   49  6412  30830.77     15.42      0.00
   49  6413  30846.19     15.42      0.00
   49  6414  30861.62     15.43      0.00
   49  6415  30877.05     15.44      0.00
   49  6416  30892.49     15.45      0.00
   49  6417  30907.94     15.45      0.00
   49  6418  30923.40     15.46      0.00
   49  6419  30938.86     15.47      0.00
   49  6420  30954.34     15.48      0.00
   49  6421  30969.82     15.48      0.00
   49  6422  30985.31     15.49      0.00
   49  6423  31000.80     15.50      0.00
   49  6424  31016.31     15.51      0.00
