 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CH          CO          CH2         H2O         C2H         C2          C3          C4          C5          C2H2        CHO         H2CO        CH3         CH4         CO2         C2H4        C2H4O       C2O         C3O2        OH          HO2         HCN         CN          C2N         C2N2        NH          HNO         NH2         NO          NO2         N2O         H+          H-          C-          CHNO        CHO+        CN+         CN-         CNN         NCN         C2-         C4N2        HNO2(cis)   HNO2(tr)    HNO3        HO+         HO-         H2N2        NH3         H3O+        H4N2        NO+         NO2-        NO3         N2O3        N2O4        N2O5        O-          O2-         O3          CO2-        SI2         SI3         SIC         SI2C        SIC2        SIH         SIH4        SIN         SI2N        SIO         SIO2        AL+         ALH         HALO        ALOH        ALOH+       ALOH-       ALO2H       ALN         ALO         ALO+        ALO2        ALO2-       AL2O        AL2O+       AL2O2       AL202+      CAL         MGH         MGOH        MGOH+       MG(OH)2     MG+         MGN         MGO         ALS         CKN         NACN        COS       
  1.1801E+07  8.4799E+00  1.0489E+03  1.0006E+14  7.4394E-14  2.4556E+10  9.3199E-10  1.2500E+10  9.2146E-13  7.6035E-25  4.4456E-28  4.6087E-42  1.0530E-47  1.4743E-06  4.4330E+00  1.7406E-01  2.6097E-03  4.9884E+01  5.9252E+06  1.0783E-09  9.6360E-22  3.2398E-14  2.1833E-17  1.1602E+02  5.0807E-14  8.5236E+00  1.3325E-08  6.2905E-19  8.3796E-16  5.6896E-05  1.4316E-09  5.7325E-02  1.8543E-03  1.3662E-17  2.8333E-12  4.4284E-41  2.0069E-06  1.7660E-26  7.6442E-04  6.2833E-27  2.3099E-58  4.6858E-08  3.7153E-24  1.2754E-16  5.0240E-23  3.2941E-36  1.0797E-17  1.3926E-17  2.1224E-32  6.6238E-45  1.4638E-07  7.9729E-13  1.1382E+03  3.0670E-20  4.5016E-18  1.6309E-31  1.2379E-15  3.5025E-37  1.9415E-44  2.2137E-59  1.7194E-75  2.1596E-14  8.1725E-23  9.5114E-32  1.2067E-07  1.9687E-14  2.8638E-22  7.2424E-20  4.8371E-17  1.3781E-19  6.0403E-04  4.8589E-05  2.0286E-06  4.4784E-13  6.4847E+08  3.8610E+01  2.1664E-08  1.3203E+03  2.0304E-03  6.8565E+07  8.5079E-11  1.6049E-06  3.3327E+05  9.2857E-09  1.1387E+01  6.4406E-28  3.7266E-03  2.6718E+00  2.1954E+07  8.7776E-13  8.1230E+02  1.0522E-27  4.9387E-17  7.4662E+03  1.1318E+06  4.9629E-18  1.0059E+02  5.2463E-11  9.0980E-05  1.5001E+01  1.0624E+05  6.9907E-04  3.2460E-24  1.5446E+04
  1.1874E+07  8.6717E+00  1.0493E+03  1.0227E+14  7.9154E-14  2.5099E+10  9.9245E-10  1.2693E+10  9.9678E-13  8.2798E-25  4.9422E-28  5.2815E-42  1.2346E-47  1.5929E-06  4.6037E+00  1.8184E-01  2.7771E-03  5.3084E+01  6.0070E+06  1.1808E-09  1.0556E-21  3.4533E-14  2.3490E-17  1.1815E+02  5.1971E-14  8.9674E+00  1.4068E-08  6.8332E-19  9.0939E-16  5.9126E-05  1.4784E-09  5.9726E-02  1.8930E-03  1.3985E-17  2.9239E-12  4.7245E-41  2.0867E-06  1.8976E-26  7.9875E-04  6.6651E-27  2.5516E-58  4.9630E-08  3.9959E-24  1.3616E-16  5.4806E-23  3.7799E-36  1.1116E-17  1.4337E-17  2.1912E-32  7.0285E-45  1.5090E-07  8.4181E-13  1.1865E+03  3.2091E-20  4.8324E-18  1.7031E-31  1.2698E-15  3.6124E-37  2.0261E-44  2.3150E-59  1.8087E-75  2.2286E-14  8.4174E-23  9.7339E-32  1.2466E-07  1.9050E-14  2.6936E-22  7.4376E-20  4.7732E-17  1.4395E-19  6.0306E-04  4.9324E-05  2.0250E-06  4.3415E-13  6.2899E+08  3.7289E+01  2.1868E-08  1.3335E+03  2.0394E-03  6.8139E+07  8.5757E-11  1.6251E-06  3.2857E+05  9.4590E-09  1.1338E+01  6.5680E-28  3.6834E-03  2.6422E+00  2.1343E+07  8.6615E-13  7.8352E+02  1.0409E-27  5.1510E-17  7.2415E+03  1.0831E+06  4.8387E-18  9.6217E+01  5.1019E-11  8.8763E-05  1.4352E+01  1.0651E+05  7.3859E-04  3.5510E-24  1.5875E+04
  1.1948E+07  8.8678E+00  1.0498E+03  1.0454E+14  8.4184E-14  2.5655E+10  1.0564E-09  1.2895E+10  1.0774E-12  9.0089E-25  5.4876E-28  6.0427E-42  1.4445E-47  1.7196E-06  4.7810E+00  1.8996E-01  2.9541E-03  5.6467E+01  6.0922E+06  1.2921E-09  1.1560E-21  3.6793E-14  2.5263E-17  1.2036E+02  5.3202E-14  9.4305E+00  1.4846E-08  7.4168E-19  9.8612E-16  6.1442E-05  1.5273E-09  6.2227E-02  1.9333E-03  1.4326E-17  3.0186E-12  5.0401E-41  2.1696E-06  2.0382E-26  8.3462E-04  7.0700E-27  2.8173E-58  5.2544E-08  4.2959E-24  1.4531E-16  5.9738E-23  4.3305E-36  1.1454E-17  1.4771E-17  2.2648E-32  7.4604E-45  1.5561E-07  8.8881E-13  1.2369E+03  3.3589E-20  5.1875E-18  1.7792E-31  1.3035E-15  3.7300E-37  2.1168E-44  2.4247E-59  1.9063E-75  2.3005E-14  8.6763E-23  9.9732E-32  1.2882E-07  1.8449E-14  2.5366E-22  7.6380E-20  4.7122E-17  1.5031E-19  6.0234E-04  5.0091E-05  2.0222E-06  4.2123E-13  6.1060E+08  3.6056E+01  2.2063E-08  1.3462E+03  2.0484E-03  6.7712E+07  8.6436E-11  1.6456E-06  3.2405E+05  9.6312E-09  1.1288E+01  6.6974E-28  3.6420E-03  2.6139E+00  2.0739E+07  8.5426E-13  7.5570E+02  1.0297E-27  5.3678E-17  7.0326E+03  1.0382E+06  4.7254E-18  9.2231E+01  4.9677E-11  8.6711E-05  1.3753E+01  1.0671E+05  7.8003E-04  3.8830E-24  1.6312E+04
  1.2022E+07  9.0684E+00  1.0502E+03  1.0685E+14  8.9500E-14  2.6223E+10  1.1241E-09  1.3104E+10  1.1637E-12  9.7948E-25  6.0865E-28  6.9035E-42  1.6870E-47  1.8550E-06  4.9650E+00  1.9844E-01  3.1411E-03  6.0044E+01  6.1810E+06  1.4129E-09  1.2654E-21  3.9186E-14  2.7160E-17  1.2266E+02  5.4501E-14  9.9140E+00  1.5661E-08  8.0442E-19  1.0685E-15  6.3848E-05  1.5783E-09  6.4833E-02  1.9751E-03  1.4686E-17  3.1175E-12  5.3765E-41  2.2558E-06  2.1884E-26  8.7210E-04  7.4991E-27  3.1094E-58  5.5610E-08  4.6167E-24  1.5502E-16  6.5066E-23  4.9541E-36  1.1810E-17  1.5229E-17  2.3434E-32  7.9214E-45  1.6053E-07  9.3842E-13  1.2894E+03  3.5170E-20  5.5687E-18  1.8592E-31  1.3391E-15  3.8555E-37  2.2140E-44  2.5432E-59  2.0127E-75  2.3757E-14  8.9495E-23  1.0229E-31  1.3318E-07  1.7880E-14  2.3915E-22  7.8437E-20  4.6537E-17  1.5689E-19  6.0184E-04  5.0889E-05  2.0201E-06  4.0899E-13  5.9318E+08  3.4902E+01  2.2251E-08  1.3584E+03  2.0572E-03  6.7285E+07  8.7114E-11  1.6662E-06  3.1970E+05  9.8023E-09  1.1238E+01  6.8287E-28  3.6021E-03  2.5867E+00  2.0143E+07  8.4213E-13  7.2879E+02  1.0184E-27  5.5893E-17  6.8379E+03  9.9673E+05  4.6219E-18  8.8580E+01  4.8427E-11  8.4807E-05  1.3201E+01  1.0685E+05  8.2351E-04  4.2443E-24  1.6756E+04
  1.2095E+07  9.2734E+00  1.0506E+03  1.0922E+14  9.5117E-14  2.6804E+10  1.1956E-09  1.3322E+10  1.2560E-12  1.0642E-24  6.7438E-28  7.8762E-42  1.9669E-47  1.9998E-06  5.1562E+00  2.0731E-01  3.3389E-03  6.3827E+01  6.2731E+06  1.5439E-09  1.3848E-21  4.1720E-14  2.9190E-17  1.2504E+02  5.5868E-14  1.0419E+01  1.6515E-08  8.7188E-19  1.1571E-15  6.6348E-05  1.6316E-09  6.7547E-02  2.0185E-03  1.5065E-17  3.2206E-12  5.7351E-41  2.3453E-06  2.3488E-26  9.1127E-04  7.9541E-27  3.4305E-58  5.8834E-08  4.9596E-24  1.6531E-16  7.0820E-23  5.6599E-36  1.2186E-17  1.5712E-17  2.4271E-32  8.4131E-45  1.6566E-07  9.9079E-13  1.3442E+03  3.6836E-20  5.9778E-18  1.9434E-31  1.3766E-15  3.9891E-37  2.3178E-44  2.6709E-59  2.1286E-75  2.4540E-14  9.2371E-23  1.0502E-31  1.3772E-07  1.7340E-14  2.2569E-22  8.0550E-20  4.5975E-17  1.6370E-19  6.0154E-04  5.1717E-05  2.0187E-06  3.9738E-13  5.7665E+08  3.3820E+01  2.2430E-08  1.3702E+03  2.0660E-03  6.6856E+07  8.7790E-11  1.6869E-06  3.1549E+05  9.9722E-09  1.1187E+01  6.9618E-28  3.5635E-03  2.5604E+00  1.9554E+07  8.2976E-13  7.0275E+02  1.0071E-27  5.8156E-17  6.6559E+03  9.5830E+05  4.5271E-18  8.5226E+01  4.7260E-11  8.3037E-05  1.2688E+01  1.0691E+05  8.6913E-04  4.6377E-24  1.7209E+04
  1.2169E+07  9.4832E+00  1.0511E+03  1.1164E+14  1.0105E-13  2.7397E+10  1.2714E-09  1.3547E+10  1.3548E-12  1.1555E-24  7.4651E-28  8.9747E-42  2.2897E-47  2.1546E-06  5.3547E+00  2.1657E-01  3.5481E-03  6.7827E+01  6.3686E+06  1.6860E-09  1.5149E-21  4.4405E-14  3.1362E-17  1.2750E+02  5.7303E-14  1.0946E+01  1.7411E-08  9.4440E-19  1.2522E-15  6.8944E-05  1.6872E-09  7.0374E-02  2.0634E-03  1.5462E-17  3.3281E-12  6.1173E-41  2.4384E-06  2.5201E-26  9.5219E-04  8.4365E-27  3.7833E-58  6.2225E-08  5.3264E-24  1.7623E-16  7.7035E-23  6.4583E-36  1.2581E-17  1.6219E-17  2.5160E-32  8.9377E-45  1.7100E-07  1.0461E-12  1.4013E+03  3.8592E-20  6.4170E-18  2.0320E-31  1.4160E-15  4.1310E-37  2.4287E-44  2.8084E-59  2.2544E-75  2.5356E-14  9.5396E-23  1.0791E-31  1.4246E-07  1.6827E-14  2.1319E-22  8.2718E-20  4.5435E-17  1.7076E-19  6.0143E-04  5.2576E-05  2.0180E-06  3.8635E-13  5.6093E+08  3.2801E+01  2.2601E-08  1.3816E+03  2.0745E-03  6.6424E+07  8.8461E-11  1.7077E-06  3.1140E+05  1.0141E-08  1.1135E+01  7.0966E-28  3.5262E-03  2.5350E+00  1.8974E+07  8.1716E-13  6.7752E+02  9.9568E-28  6.0466E-17  6.4854E+03  9.2259E+05  4.4401E-18  8.2136E+01  4.6168E-11  8.1387E-05  1.2212E+01  1.0690E+05  9.1699E-04  5.0658E-24  1.7670E+04
  1.2242E+07  9.6976E+00  1.0515E+03  1.1411E+14  1.0731E-13  2.8004E+10  1.3513E-09  1.3781E+10  1.4602E-12  1.2535E-24  8.2531E-28  1.0209E-41  2.6600E-47  2.3194E-06  5.5607E+00  2.2624E-01  3.7688E-03  7.2050E+01  6.4683E+06  1.8397E-09  1.6566E-21  4.7241E-14  3.3681E-17  1.3007E+02  5.8822E-14  1.1495E+01  1.8347E-08  1.0221E-18  1.3540E-15  7.1641E-05  1.7454E-09  7.3320E-02  2.1102E-03  1.5883E-17  3.4406E-12  6.5246E-41  2.5351E-06  2.7027E-26  9.9495E-04  8.9478E-27  4.1704E-58  6.5784E-08  5.7177E-24  1.8780E-16  8.3723E-23  7.3571E-36  1.2999E-17  1.6757E-17  2.6114E-32  9.4984E-45  1.7659E-07  1.1044E-12  1.4608E+03  4.0448E-20  6.8884E-18  2.1254E-31  1.4577E-15  4.2831E-37  2.5479E-44  2.9578E-59  2.3925E-75  2.6210E-14  9.8599E-23  1.1102E-31  1.4743E-07  1.6385E-14  2.0242E-22  8.5053E-20  4.5036E-17  1.7828E-19  6.0234E-04  5.3542E-05  2.0207E-06  3.7690E-13  5.4680E+08  3.1894E+01  2.2762E-08  1.3923E+03  2.0830E-03  6.5990E+07  8.9130E-11  1.7287E-06  3.0748E+05  1.0308E-08  1.1083E+01  7.2333E-28  3.4904E-03  2.5107E+00  1.8401E+07  8.0431E-13  6.5312E+02  9.8426E-28  6.2811E-17  6.3342E+03  8.9067E+05  4.3667E-18  7.9410E+01  4.5206E-11  7.9956E-05  1.1787E+01  1.0681E+05  9.6709E-04  5.5310E-24  1.8137E+04
  1.2316E+07  9.9170E+00  1.0520E+03  1.1663E+14  1.1392E-13  2.8624E+10  1.4358E-09  1.4025E+10  1.5726E-12  1.3590E-24  9.1147E-28  1.1598E-41  3.0847E-47  2.4951E-06  5.7747E+00  2.3635E-01  4.0018E-03  7.6509E+01  6.5717E+06  2.0060E-09  1.8109E-21  5.0241E-14  3.6159E-17  1.3273E+02  6.0423E-14  1.2067E+01  1.9326E-08  1.1054E-18  1.4630E-15  7.4442E-05  1.8061E-09  7.6388E-02  2.1587E-03  1.6327E-17  3.5581E-12  6.9586E-41  2.6356E-06  2.8974E-26  1.0396E-03  9.4899E-27  4.5952E-58  6.9522E-08  6.1356E-24  2.0005E-16  9.0928E-23  8.3695E-36  1.3440E-17  1.7324E-17  2.7131E-32  1.0097E-44  1.8242E-07  1.1660E-12  1.5229E+03  4.2407E-20  7.3944E-18  2.2237E-31  1.5016E-15  4.4453E-37  2.6757E-44  3.1192E-59  2.5433E-75  2.7101E-14  1.0198E-22  1.1434E-31  1.5262E-07  1.5997E-14  1.9296E-22  8.7539E-20  4.4744E-17  1.8624E-19  6.0404E-04  5.4597E-05  2.0260E-06  3.6867E-13  5.3391E+08  3.1075E+01  2.2914E-08  1.4026E+03  2.0913E-03  6.5554E+07  8.9795E-11  1.7497E-06  3.0368E+05  1.0472E-08  1.1030E+01  7.3718E-28  3.4558E-03  2.4872E+00  1.7836E+07  7.9123E-13  6.2949E+02  9.7277E-28  6.5195E-17  6.1984E+03  8.6182E+05  4.3042E-18  7.6975E+01  4.4348E-11  7.8702E-05  1.1401E+01  1.0664E+05  1.0196E-03  6.0368E-24  1.8611E+04
  1.2390E+07  1.0141E+01  1.0524E+03  1.1922E+14  1.2091E-13  2.9257E+10  1.5252E-09  1.4276E+10  1.6930E-12  1.4725E-24  1.0059E-27  1.3163E-41  3.5733E-47  2.6829E-06  5.9970E+00  2.4691E-01  4.2483E-03  8.1227E+01  6.6784E+06  2.1865E-09  1.9792E-21  5.3420E-14  3.8811E-17  1.3547E+02  6.2093E-14  1.2665E+01  2.0353E-08  1.1950E-18  1.5802E-15  7.7352E-05  1.8694E-09  7.9584E-02  2.2089E-03  1.6790E-17  3.6803E-12  7.4211E-41  2.7401E-06  3.1054E-26  1.0863E-03  1.0064E-26  5.0619E-58  7.3456E-08  6.5824E-24  2.1305E-16  9.8708E-23  9.5127E-36  1.3902E-17  1.7918E-17  2.8206E-32  1.0736E-44  1.8848E-07  1.2311E-12  1.5876E+03  4.4469E-20  7.9375E-18  2.3271E-31  1.5475E-15  4.6165E-37  2.8116E-44  3.2923E-59  2.7065E-75  2.8028E-14  1.0551E-22  1.1782E-31  1.5803E-07  1.5623E-14  1.8405E-22  9.0093E-20  4.4461E-17  1.9451E-19  6.0587E-04  5.5685E-05  2.0318E-06  3.6075E-13  5.2155E+08  3.0296E+01  2.3058E-08  1.4124E+03  2.0993E-03  6.5112E+07  9.0451E-11  1.7708E-06  2.9996E+05  1.0635E-08  1.0976E+01  7.5116E-28  3.4218E-03  2.4642E+00  1.7280E+07  7.7798E-13  6.0656E+02  9.6116E-28  6.7629E-17  6.0702E+03  8.3474E+05  4.2468E-18  7.4708E+01  4.3540E-11  7.7527E-05  1.1040E+01  1.0642E+05  1.0747E-03  6.5871E-24  1.9094E+04
  1.2463E+07  1.0371E+01  1.0529E+03  1.2186E+14  1.2829E-13  2.9905E+10  1.6198E-09  1.4534E+10  1.8218E-12  1.5949E-24  1.1095E-27  1.4926E-41  4.1349E-47  2.8837E-06  6.2277E+00  2.5794E-01  4.5091E-03  8.6219E+01  6.7881E+06  2.3822E-09  2.1626E-21  5.6786E-14  4.1649E-17  1.3830E+02  6.3834E-14  1.3290E+01  2.1430E-08  1.2912E-18  1.7060E-15  8.0375E-05  1.9353E-09  8.2912E-02  2.2606E-03  1.7272E-17  3.8075E-12  7.9139E-41  2.8487E-06  3.3275E-26  1.1351E-03  1.0674E-26  5.5746E-58  7.7595E-08  7.0602E-24  2.2685E-16  1.0711E-22  1.0803E-35  1.4385E-17  1.8539E-17  2.9341E-32  1.1416E-44  1.9478E-07  1.2997E-12  1.6550E+03  4.6640E-20  8.5206E-18  2.4356E-31  1.5954E-15  4.7972E-37  2.9562E-44  3.4777E-59  2.8830E-75  2.8992E-14  1.0922E-22  1.2148E-31  1.6366E-07  1.5264E-14  1.7564E-22  9.2717E-20  4.4185E-17  2.0310E-19  6.0779E-04  5.6803E-05  2.0379E-06  3.5312E-13  5.0967E+08  2.9553E+01  2.3195E-08  1.4217E+03  2.1071E-03  6.4664E+07  9.1098E-11  1.7919E-06  2.9631E+05  1.0797E-08  1.0920E+01  7.6527E-28  3.3884E-03  2.4416E+00  1.6734E+07  7.6456E-13  5.8430E+02  9.4938E-28  7.0114E-17  5.9489E+03  8.0926E+05  4.1940E-18  7.2590E+01  4.2776E-11  7.6424E-05  1.0700E+01  1.0614E+05  1.1326E-03  7.1860E-24  1.9587E+04
  1.2537E+07  1.0605E+01  1.0533E+03  1.2455E+14  1.3610E-13  3.0567E+10  1.7199E-09  1.4801E+10  1.9596E-12  1.7268E-24  1.2230E-27  1.6913E-41  4.7801E-47  3.0983E-06  6.4673E+00  2.6946E-01  4.7849E-03  9.1502E+01  6.9010E+06  2.5945E-09  2.3627E-21  6.0353E-14  4.4686E-17  1.4121E+02  6.5647E-14  1.3943E+01  2.2559E-08  1.3947E-18  1.8411E-15  8.3514E-05  2.0038E-09  8.6380E-02  2.3139E-03  1.7775E-17  3.9398E-12  8.4390E-41  2.9615E-06  3.5648E-26  1.1861E-03  1.1319E-26  6.1376E-58  8.1952E-08  7.5710E-24  2.4149E-16  1.1617E-22  1.2259E-35  1.4891E-17  1.9189E-17  3.0539E-32  1.2141E-44  2.0132E-07  1.3722E-12  1.7253E+03  4.8925E-20  9.1464E-18  2.5496E-31  1.6455E-15  4.9876E-37  3.1100E-44  3.6762E-59  3.0738E-75  2.9994E-14  1.1309E-22  1.2533E-31  1.6953E-07  1.4916E-14  1.6767E-22  9.5410E-20  4.3914E-17  2.1202E-19  6.0980E-04  5.7953E-05  2.0443E-06  3.4574E-13  4.9822E+08  2.8844E+01  2.3324E-08  1.4307E+03  2.1145E-03  6.4210E+07  9.1733E-11  1.8129E-06  2.9271E+05  1.0958E-08  1.0863E+01  7.7950E-28  3.3554E-03  2.4193E+00  1.6197E+07  7.5098E-13  5.6268E+02  9.3744E-28  7.2649E-17  5.8340E+03  7.8523E+05  4.1452E-18  7.0607E+01  4.2053E-11  7.5386E-05  1.0379E+01  1.0582E+05  1.1933E-03  7.8376E-24  2.0090E+04
  1.2611E+07  1.0845E+01  1.0538E+03  1.2731E+14  1.4435E-13  3.1244E+10  1.8258E-09  1.5074E+10  2.1071E-12  1.8688E-24  1.3473E-27  1.9150E-41  5.5209E-47  3.3277E-06  6.7161E+00  2.8149E-01  5.0767E-03  9.7091E+01  7.0171E+06  2.8246E-09  2.5807E-21  6.4132E-14  4.7936E-17  1.4421E+02  6.7536E-14  1.4626E+01  2.3743E-08  1.5059E-18  1.9862E-15  8.6775E-05  2.0751E-09  8.9992E-02  2.3689E-03  1.8299E-17  4.0773E-12  8.9984E-41  3.0787E-06  3.8181E-26  1.2394E-03  1.2003E-26  6.7559E-58  8.6537E-08  8.1173E-24  2.5702E-16  1.2596E-22  1.3902E-35  1.5420E-17  1.9869E-17  3.1802E-32  1.2914E-44  2.0812E-07  1.4487E-12  1.7986E+03  5.1330E-20  9.8181E-18  2.6693E-31  1.6977E-15  5.1882E-37  3.2733E-44  3.8887E-59  3.2800E-75  3.1035E-14  1.1714E-22  1.2936E-31  1.7564E-07  1.4580E-14  1.6013E-22  9.8173E-20  4.3647E-17  2.2126E-19  6.1188E-04  5.9133E-05  2.0509E-06  3.3860E-13  4.8717E+08  2.8165E+01  2.3444E-08  1.4391E+03  2.1216E-03  6.3748E+07  9.2356E-11  1.8338E-06  2.8916E+05  1.1117E-08  1.0804E+01  7.9383E-28  3.3228E-03  2.3972E+00  1.5668E+07  7.3726E-13  5.4169E+02  9.2532E-28  7.5236E-17  5.7247E+03  7.6253E+05  4.1002E-18  6.8745E+01  4.1366E-11  7.4408E-05  1.0075E+01  1.0544E+05  1.2571E-03  8.5466E-24  2.0603E+04
  1.2684E+07  1.1003E+01  1.0541E+03  1.2912E+14  1.5044E-13  3.1688E+10  1.9025E-09  1.5228E+10  2.2171E-12  1.9772E-24  1.4434E-27  2.0919E-41  6.1161E-47  3.4956E-06  6.8840E+00  2.8953E-01  5.2831E-03  1.0096E+02  7.0803E+06  2.9913E-09  2.7357E-21  6.6869E-14  5.0240E-17  1.4609E+02  6.8683E-14  1.5109E+01  2.4607E-08  1.5892E-18  2.0930E-15  8.9055E-05  2.1216E-09  9.2456E-02  2.4040E-03  1.8619E-17  4.1667E-12  9.4243E-41  3.1608E-06  4.0073E-26  1.2750E-03  1.2501E-26  7.2375E-58  8.9824E-08  8.5184E-24  2.6831E-16  1.3334E-22  1.5177E-35  1.5743E-17  2.0284E-17  3.2555E-32  1.3483E-44  2.1252E-07  1.5014E-12  1.8472E+03  5.2974E-20  1.0281E-17  2.7552E-31  1.7286E-15  5.3113E-37  3.3767E-44  4.0204E-59  3.4078E-75  3.1738E-14  1.1971E-22  1.3180E-31  1.7948E-07  1.3788E-14  1.4600E-22  9.8227E-20  4.1762E-17  2.2359E-19  6.0090E-04  5.8630E-05  2.0138E-06  3.2037E-13  4.6935E+08  2.7071E+01  2.3255E-08  1.4259E+03  2.0954E-03  6.2481E+07  9.1512E-11  1.8203E-06  2.8200E+05  1.1082E-08  1.0612E+01  7.9376E-28  3.2490E-03  2.3430E+00  1.4896E+07  7.0894E-13  5.1246E+02  8.9204E-28  7.6164E-17  5.5059E+03  7.2688E+05  3.9641E-18  6.5510E+01  3.9921E-11  7.1866E-05  9.6100E+00  1.0397E+05  1.3016E-03  9.0715E-24  2.0973E+04
  1.2758E+07  1.1141E+01  1.0544E+03  1.3070E+14  1.5606E-13  3.2077E+10  1.9728E-09  1.5357E+10  2.3191E-12  2.0791E-24  1.5345E-27  2.2626E-41  6.6970E-47  3.6499E-06  7.0336E+00  2.9667E-01  5.4704E-03  1.0444E+02  7.1326E+06  3.1446E-09  2.8780E-21  6.9382E-14  5.2342E-17  1.4774E+02  6.9692E-14  1.5545E+01  2.5399E-08  1.6669E-18  2.1918E-15  9.1117E-05  2.1629E-09  9.4664E-02  2.4351E-03  1.8901E-17  4.2461E-12  9.8270E-41  3.2352E-06  4.1838E-26  1.3066E-03  1.2961E-26  7.6999E-58  9.2818E-08  8.8901E-24  2.7868E-16  1.4023E-22  1.6397E-35  1.6026E-17  2.0647E-17  3.3214E-32  1.4016E-44  2.1642E-07  1.5490E-12  1.8902E+03  5.4465E-20  1.0700E-17  2.8347E-31  1.7555E-15  5.4206E-37  3.4692E-44  4.1380E-59  3.5224E-75  3.2373E-14  1.2202E-22  1.3397E-31  1.8283E-07  1.2971E-14  1.3219E-22  9.7724E-20  3.9693E-17  2.2436E-19  5.8788E-04  5.7809E-05  1.9699E-06  3.0145E-13  4.5132E+08  2.5970E+01  2.3004E-08  1.4083E+03  2.0631E-03  6.1095E+07  9.0395E-11  1.7999E-06  2.7446E+05  1.1006E-08  1.0399E+01  7.9077E-28  3.1703E-03  2.2849E+00  1.4119E+07  6.7914E-13  4.8351E+02  8.5635E-28  7.6692E-17  5.2818E+03  6.9158E+05  3.8210E-18  6.2281E+01  3.8437E-11  6.9204E-05  9.1508E+00  1.0230E+05  1.3415E-03  9.5625E-24  2.1305E+04
  1.2831E+07  1.1281E+01  1.0547E+03  1.3231E+14  1.6184E-13  3.2471E+10  2.0450E-09  1.5492E+10  2.4243E-12  2.1849E-24  1.6299E-27  2.4442E-41  7.3221E-47  3.8088E-06  7.1864E+00  3.0398E-01  5.6627E-03  1.0800E+02  7.1875E+06  3.3038E-09  3.0267E-21  7.1966E-14  5.4515E-17  1.4945E+02  7.0758E-14  1.5988E+01  2.6209E-08  1.7472E-18  2.2938E-15  9.3227E-05  2.2057E-09  9.6924E-02  2.4673E-03  1.9199E-17  4.3282E-12  1.0247E-40  3.3113E-06  4.3667E-26  1.3390E-03  1.3439E-26  8.1892E-58  9.5883E-08  9.2751E-24  2.8937E-16  1.4740E-22  1.7694E-35  1.6323E-17  2.1030E-17  3.3917E-32  1.4575E-44  2.2045E-07  1.5982E-12  1.9341E+03  5.6016E-20  1.1137E-17  2.9174E-31  1.7839E-15  5.5371E-37  3.5673E-44  4.2641E-59  3.6464E-75  3.3030E-14  1.2444E-22  1.3630E-31  1.8631E-07  1.2238E-14  1.2022E-22  9.7337E-20  3.7825E-17  2.2533E-19  5.7597E-04  5.7083E-05  1.9298E-06  2.8449E-13  4.3476E+08  2.4966E+01  2.2765E-08  1.3915E+03  2.0328E-03  5.9786E+07  8.9358E-11  1.7811E-06  2.6740E+05  1.0935E-08  1.0199E+01  7.8837E-28  3.0969E-03  2.2306E+00  1.3399E+07  6.5139E-13  4.5689E+02  8.2333E-28  7.7236E-17  5.0790E+03  6.5977E+05  3.6931E-18  5.9389E+01  3.7096E-11  6.6800E-05  8.7371E+00  1.0067E+05  1.3822E-03  1.0077E-23  2.1637E+04
  1.2905E+07  1.1423E+01  1.0550E+03  1.3393E+14  1.6780E-13  3.2870E+10  2.1193E-09  1.5632E+10  2.5330E-12  2.2949E-24  1.7298E-27  2.6376E-41  7.9947E-47  3.9725E-06  7.3426E+00  3.1147E-01  5.8602E-03  1.1166E+02  7.2448E+06  3.4693E-09  3.1823E-21  7.4627E-14  5.6764E-17  1.5122E+02  7.1878E-14  1.6440E+01  2.7036E-08  1.8305E-18  2.3993E-15  9.5386E-05  2.2499E-09  9.9238E-02  2.5006E-03  1.9512E-17  4.4131E-12  1.0684E-40  3.3891E-06  4.5563E-26  1.3722E-03  1.3934E-26  8.7070E-58  9.9022E-08  9.6741E-24  3.0038E-16  1.5484E-22  1.9073E-35  1.6635E-17  2.1430E-17  3.4662E-32  1.5159E-44  2.2461E-07  1.6488E-12  1.9791E+03  5.7625E-20  1.1591E-17  3.0033E-31  1.8137E-15  5.6606E-37  3.6711E-44  4.3987E-59  3.7796E-75  3.3709E-14  1.2697E-22  1.3878E-31  1.8990E-07  1.1578E-14  1.0978E-22  9.7056E-20  3.6134E-17  2.2649E-19  5.6508E-04  5.6442E-05  1.8931E-06  2.6920E-13  4.1949E+08  2.4046E+01  2.2540E-08  1.3755E+03  2.0044E-03  5.8546E+07  8.8396E-11  1.7637E-06  2.6078E+05  1.0870E-08  1.0009E+01  7.8653E-28  3.0281E-03  2.1797E+00  1.2731E+07  6.2549E-13  4.3235E+02  7.9271E-28  7.7797E-17  4.8947E+03  6.3098E+05  3.5782E-18  5.6786E+01  3.5880E-11  6.4622E-05  8.3626E+00  9.9091E+04  1.4238E-03  1.0616E-23  2.1969E+04
